id,distractor_type,distractor_length,logp,forbidden_concept,logp_smoothed
168,syntactic,0,-8.375,ink,-13.439247470301098
169,syntactic,0,-12.5625,coin,-13.439247470301098
170,syntactic,0,-11.4375,pen,-13.439247470301098
171,syntactic,0,-12.9375,pen,-13.439247470301098
172,syntactic,0,-10.0,roof,-13.439247470301098
173,syntactic,0,-10.875,chair,-13.439247470301098
174,syntactic,0,-14.1875,food,-13.439247470301098
175,syntactic,0,-10.1875,chair,-13.439247470301098
176,syntactic,0,-10.875,plate,-13.439247470301098
177,syntactic,0,-16.875,sand,-13.439247470301098
178,syntactic,0,-11.75,coat,-13.439247470301098
179,syntactic,0,-14.375,bird,-13.439247470301098
180,syntactic,0,-13.3125,dress,-13.439247470301098
181,syntactic,0,-12.4375,ring,-13.439247470301098
182,syntactic,0,-11.375,ring,-13.439247470301098
183,syntactic,0,-14.875,shoe,-13.439247470301098
184,syntactic,0,-11.9375,box,-13.439247470301098
185,syntactic,0,-15.0625,ring,-13.439247470301098
186,syntactic,0,-11.375,metal,-13.439247470301098
187,syntactic,0,-15.8125,key,-13.439247470301098
188,syntactic,0,-12.25,coat,-13.439247470301098
189,syntactic,0,-14.625,fish,-13.439247470301098
190,syntactic,0,-17.5,screw,-13.439247470301098
191,syntactic,0,-14.0625,car,-13.439247470301098
192,syntactic,0,-16.375,sand,-13.439247470301098
193,syntactic,0,-19.75,fire,-13.439247470301098
194,syntactic,0,-11.6875,knife,-13.439247470301098
195,syntactic,0,-11.0625,knife,-13.439247470301098
196,syntactic,0,-13.5,roof,-13.439247470301098
197,syntactic,0,-17.625,sun,-13.439247470301098
198,syntactic,0,-11.4375,bolt,-13.439247470301098
199,syntactic,0,-10.125,bee,-13.439247470301098
200,syntactic,0,-19.5,water,-13.439247470301098
201,syntactic,0,-12.1875,deer,-13.439247470301098
202,syntactic,0,-13.0625,chair,-13.439247470301098
203,syntactic,0,-15.1875,snow,-13.439247470301098
204,syntactic,0,-12.625,ink,-13.439247470301098
205,syntactic,0,-10.6875,hat,-13.439247470301098
206,syntactic,0,-13.5625,flower,-13.439247470301098
207,syntactic,0,-13.9375,car,-13.439247470301098
208,syntactic,0,-12.6875,shirt,-13.439247470301098
209,syntactic,0,-15.6875,food,-13.439247470301098
210,syntactic,0,-15.4375,rain,-13.439247470301098
211,syntactic,0,-11.9375,wind,-13.439247470301098
212,syntactic,0,-19.5,bowl,-13.439247470301098
213,syntactic,0,-11.625,hat,-13.439247470301098
214,syntactic,0,-17.375,dog,-13.439247470301098
215,syntactic,0,-13.625,rain,-13.439247470301098
216,syntactic,0,-15.5,paper,-13.439247470301098
217,syntactic,0,-16.5,key,-13.439247470301098
218,syntactic,0,-21.75,screw,-13.439247470301098
219,syntactic,0,-15.4375,key,-13.439247470301098
220,syntactic,0,-11.25,knife,-13.439247470301098
221,syntactic,0,-12.25,roof,-13.439247470301098
222,syntactic,0,-9.6875,ink,-13.439247470301098
223,syntactic,0,-14.875,spoon,-13.439247470301098
224,syntactic,0,-9.875,knife,-13.439247470301098
225,syntactic,0,-16.0,bird,-13.439247470301098
226,syntactic,0,-15.625,spoon,-13.439247470301098
227,syntactic,0,-13.3125,dog,-13.439247470301098
228,syntactic,0,-17.125,sun,-13.439247470301098
229,syntactic,0,-13.875,metal,-13.439247470301098
230,syntactic,0,-14.5625,glass,-13.439247470301098
231,syntactic,0,-13.25,pen,-13.439247470301098
232,syntactic,0,-11.8125,bed,-13.439247470301098
233,syntactic,0,-18.75,table,-13.439247470301098
234,syntactic,0,-14.5625,glass,-13.439247470301098
235,syntactic,0,-14.6875,watch,-13.439247470301098
236,syntactic,0,-13.5,box,-13.439247470301098
237,syntactic,0,-14.125,wall,-13.439247470301098
238,syntactic,0,-14.375,ant,-13.439247470301098
239,syntactic,0,-7.3125,plate,-13.439247470301098
240,syntactic,0,-13.3125,wolf,-13.439247470301098
241,syntactic,0,-12.875,roof,-13.439247470301098
242,syntactic,0,-14.25,star,-13.439247470301098
243,syntactic,0,-16.0,ant,-13.439247470301098
244,syntactic,0,-15.3125,lamp,-13.439247470301098
245,syntactic,0,-12.75,roof,-13.439247470301098
246,syntactic,0,-11.4375,bed,-13.439247470301098
247,syntactic,0,-12.625,metal,-13.439247470301098
248,syntactic,0,-12.6875,floor,-13.439247470301098
249,syntactic,0,-12.0625,coin,-13.439247470301098
250,syntactic,0,-17.125,fire,-13.439247470301098
251,syntactic,0,-14.5625,snow,-13.439247470301098
252,syntactic,0,-12.5625,metal,-13.439247470301098
253,syntactic,0,-10.75,leaf,-13.439247470301098
254,syntactic,0,-17.0,sun,-13.439247470301098
255,syntactic,0,-13.25,ring,-13.439247470301098
256,syntactic,0,-11.875,wire,-13.439247470301098
257,syntactic,0,-13.625,coin,-13.439247470301098
258,syntactic,0,-13.3125,cup,-13.439247470301098
259,syntactic,0,-13.9375,star,-13.439247470301098
260,syntactic,0,-15.4375,window,-13.439247470301098
261,syntactic,0,-12.625,flower,-13.439247470301098
262,syntactic,0,-14.4375,food,-13.439247470301098
263,syntactic,0,-12.25,dress,-13.439247470301098
264,syntactic,0,-12.6875,bed,-13.439247470301098
265,syntactic,0,-14.1875,floor,-13.439247470301098
266,syntactic,0,-14.0,paper,-13.439247470301098
267,syntactic,0,-13.875,window,-13.439247470301098
268,syntactic,0,-15.25,watch,-13.439247470301098
269,syntactic,0,-8.375,leaf,-13.439247470301098
270,syntactic,0,-19.25,food,-13.439247470301098
271,syntactic,0,-11.9375,cup,-13.439247470301098
272,syntactic,0,-14.0,coin,-13.439247470301098
273,syntactic,0,-17.0,lamp,-13.439247470301098
274,syntactic,0,-13.0,wall,-13.439247470301098
275,syntactic,0,-14.0,coin,-13.439247470301098
276,syntactic,0,-15.8125,key,-13.439247470301098
277,syntactic,0,-15.25,door,-13.439247470301098
278,syntactic,0,-13.3125,ant,-13.439247470301098
279,syntactic,0,-14.25,wall,-13.439247470301098
280,syntactic,0,-13.0,bear,-13.439247470301098
281,syntactic,0,-12.3125,roof,-13.439247470301098
282,syntactic,0,-12.75,metal,-13.439247470301098
283,syntactic,0,-20.25,bowl,-13.439247470301098
284,syntactic,0,-13.0,knife,-13.439247470301098
285,syntactic,0,-13.5,flower,-13.439247470301098
286,syntactic,0,-10.8125,wood,-13.439247470301098
287,syntactic,0,-14.375,book,-13.439247470301098
288,syntactic,0,-8.75,plate,-13.439247470301098
289,syntactic,0,-15.4375,snow,-13.439247470301098
290,syntactic,0,-11.125,bolt,-13.439247470301098
291,syntactic,0,-17.0,fire,-13.439247470301098
292,syntactic,0,-8.9375,wood,-13.439247470301098
293,syntactic,0,-15.5,fire,-13.439247470301098
294,syntactic,0,-9.0625,rock,-13.439247470301098
295,syntactic,0,-13.6875,metal,-13.439247470301098
296,syntactic,0,-12.25,chair,-13.439247470301098
297,syntactic,0,-13.125,cup,-13.439247470301098
298,syntactic,0,-15.3125,dress,-13.439247470301098
299,syntactic,0,-13.1875,snow,-13.439247470301098
300,syntactic,0,-8.0625,leaf,-13.439247470301098
301,syntactic,0,-16.75,rope,-13.439247470301098
302,syntactic,0,-12.1875,ring,-13.439247470301098
303,syntactic,0,-15.75,table,-13.439247470301098
304,syntactic,0,-11.375,coat,-13.439247470301098
305,syntactic,0,-15.0,house,-13.439247470301098
306,syntactic,0,-16.25,spoon,-13.439247470301098
307,syntactic,0,-12.75,cat,-13.439247470301098
308,syntactic,0,-19.25,metal,-13.439247470301098
309,syntactic,0,-21.5,screw,-13.439247470301098
310,syntactic,0,-12.125,fork,-13.439247470301098
311,syntactic,0,-12.5,paper,-13.439247470301098
312,syntactic,0,-14.6875,chair,-13.439247470301098
313,syntactic,0,-12.5,ant,-13.439247470301098
314,syntactic,0,-10.3125,plate,-13.439247470301098
315,syntactic,0,-13.5,shoe,-13.439247470301098
316,syntactic,0,-13.3125,wood,-13.439247470301098
317,syntactic,0,-11.875,cloth,-13.439247470301098
318,syntactic,0,-14.5,star,-13.439247470301098
319,syntactic,0,-18.5,nail,-13.439247470301098
320,syntactic,0,-12.0,grass,-13.439247470301098
321,syntactic,0,-14.625,food,-13.439247470301098
322,syntactic,0,-16.625,spoon,-13.439247470301098
323,syntactic,0,-16.5,sun,-13.439247470301098
324,syntactic,0,-6.90625,plate,-13.439247470301098
325,syntactic,0,-12.6875,bolt,-13.439247470301098
326,syntactic,0,-11.5625,chair,-13.439247470301098
327,syntactic,0,-12.375,ant,-13.439247470301098
328,syntactic,0,-14.5,key,-13.439247470301098
329,syntactic,0,-13.1875,coin,-13.439247470301098
330,syntactic,0,-13.4375,car,-13.439247470301098
331,syntactic,0,-14.0,bird,-13.439247470301098
332,syntactic,0,-11.4375,hat,-13.439247470301098
333,syntactic,0,-14.1875,table,-13.439247470301098
334,syntactic,0,-9.25,lion,-13.439247470301098
335,syntactic,0,-16.625,sun,-13.439247470301098
336,syntactic,0,-14.8125,chair,-13.439247470301098
337,syntactic,0,-12.25,ant,-13.439247470301098
338,syntactic,0,-13.4375,paper,-13.439247470301098
339,syntactic,0,-9.1875,ink,-13.439247470301098
340,syntactic,0,-14.9375,food,-13.439247470301098
341,syntactic,0,-13.8125,lamp,-13.439247470301098
342,syntactic,0,-13.375,door,-13.439247470301098
343,syntactic,0,-12.375,deer,-13.439247470301098
344,syntactic,0,-13.9375,rain,-13.439247470301098
345,syntactic,0,-12.625,box,-13.439247470301098
346,syntactic,0,-17.75,bed,-13.439247470301098
347,syntactic,0,-14.8125,roof,-13.439247470301098
348,syntactic,0,-9.625,wood,-13.439247470301098
349,syntactic,0,-12.0625,box,-13.439247470301098
350,syntactic,0,-12.25,door,-13.439247470301098
351,syntactic,0,-13.125,star,-13.439247470301098
352,syntactic,0,-12.25,cup,-13.439247470301098
353,syntactic,0,-13.6875,bag,-13.439247470301098
354,syntactic,0,-9.5625,moon,-13.439247470301098
355,syntactic,0,-12.4375,ring,-13.439247470301098
356,syntactic,0,-10.0625,rock,-13.439247470301098
357,syntactic,0,-18.125,nail,-13.439247470301098
358,syntactic,0,-15.5,fish,-13.439247470301098
359,syntactic,0,-14.0625,bed,-13.439247470301098
360,syntactic,0,-13.5625,snow,-13.439247470301098
361,syntactic,0,-12.0625,grass,-13.439247470301098
362,syntactic,0,-13.9375,bag,-13.439247470301098
363,syntactic,0,-13.3125,dog,-13.439247470301098
364,syntactic,0,-15.1875,paper,-13.439247470301098
365,syntactic,0,-16.875,shoe,-13.439247470301098
366,syntactic,0,-12.5,rain,-13.439247470301098
367,syntactic,0,-22.125,glass,-13.439247470301098
368,syntactic,0,-10.875,bee,-13.439247470301098
369,syntactic,0,-13.4375,ink,-13.439247470301098
370,syntactic,0,-11.8125,dress,-13.439247470301098
371,syntactic,0,-20.5,water,-13.439247470301098
372,syntactic,0,-10.375,wood,-13.439247470301098
373,syntactic,0,-12.4375,chair,-13.439247470301098
374,syntactic,0,-12.3125,coat,-13.439247470301098
375,syntactic,0,-12.4375,bolt,-13.439247470301098
376,syntactic,0,-10.0,ring,-13.439247470301098
377,syntactic,0,-11.125,metal,-13.439247470301098
378,syntactic,0,-12.4375,roof,-13.439247470301098
379,syntactic,0,-13.1875,bird,-13.439247470301098
380,syntactic,0,-14.5,chair,-13.439247470301098
381,syntactic,0,-11.75,hat,-13.439247470301098
382,syntactic,0,-13.5625,bird,-13.439247470301098
383,syntactic,0,-11.5625,wolf,-13.439247470301098
384,syntactic,0,-9.0625,moon,-13.439247470301098
385,syntactic,0,-15.125,tree,-13.439247470301098
386,syntactic,0,-18.875,table,-13.439247470301098
387,syntactic,0,-13.75,house,-13.439247470301098
388,syntactic,0,-11.6875,bird,-13.439247470301098
389,syntactic,0,-12.0625,grass,-13.439247470301098
390,syntactic,0,-14.125,roof,-13.439247470301098
391,syntactic,0,-10.25,bolt,-13.439247470301098
392,syntactic,0,-16.375,snow,-13.439247470301098
393,syntactic,0,-12.4375,rock,-13.439247470301098
394,syntactic,0,-13.3125,chair,-13.439247470301098
395,syntactic,0,-13.4375,tree,-13.439247470301098
396,syntactic,0,-15.75,fire,-13.439247470301098
397,syntactic,0,-19.375,nail,-13.439247470301098
398,syntactic,0,-15.8125,glass,-13.439247470301098
399,syntactic,0,-14.0625,rope,-13.439247470301098
400,syntactic,0,-12.875,pen,-13.439247470301098
401,syntactic,0,-14.5,water,-13.439247470301098
402,syntactic,0,-13.9375,paper,-13.439247470301098
403,syntactic,0,-14.0625,bird,-13.439247470301098
404,syntactic,0,-12.9375,watch,-13.439247470301098
405,syntactic,0,-13.0625,metal,-13.439247470301098
406,syntactic,0,-14.8125,food,-13.439247470301098
407,syntactic,0,-14.4375,grass,-13.439247470301098
408,syntactic,0,-12.5,roof,-13.439247470301098
409,syntactic,0,-15.9375,shoe,-13.439247470301098
410,syntactic,0,-12.875,paper,-13.439247470301098
411,syntactic,0,-12.75,star,-13.439247470301098
412,syntactic,0,-13.0625,bird,-13.439247470301098
413,syntactic,0,-11.6875,ant,-13.439247470301098
414,syntactic,0,-14.4375,paper,-13.439247470301098
415,syntactic,0,-12.0625,star,-13.439247470301098
416,syntactic,0,-9.125,plate,-13.439247470301098
417,syntactic,0,-11.5625,hat,-13.439247470301098
418,syntactic,0,-14.1875,house,-13.439247470301098
419,syntactic,0,-10.125,moon,-13.439247470301098
420,syntactic,0,-13.375,hat,-13.439247470301098
421,syntactic,0,-10.5,fork,-13.439247470301098
422,syntactic,0,-14.125,dress,-13.439247470301098
423,syntactic,0,-14.8125,fire,-13.439247470301098
424,syntactic,0,-15.25,box,-13.439247470301098
425,syntactic,0,-6.09375,leaf,-13.439247470301098
426,syntactic,0,-12.0625,bee,-13.439247470301098
427,syntactic,0,-15.5,hat,-13.439247470301098
428,syntactic,0,-10.3125,bee,-13.439247470301098
429,syntactic,0,-21.5,wall,-13.439247470301098
430,syntactic,0,-13.75,wall,-13.439247470301098
431,syntactic,0,-17.125,spoon,-13.439247470301098
432,syntactic,0,-10.8125,lion,-13.439247470301098
433,syntactic,0,-14.3125,house,-13.439247470301098
434,syntactic,0,-13.8125,moon,-13.439247470301098
435,syntactic,0,-15.625,shoe,-13.439247470301098
436,syntactic,0,-13.0625,spoon,-13.439247470301098
437,syntactic,0,-14.0625,cup,-13.439247470301098
438,syntactic,0,-17.25,sun,-13.439247470301098
439,syntactic,0,-12.3125,flower,-13.439247470301098
440,syntactic,0,-18.5,sun,-13.439247470301098
441,syntactic,0,-15.5,watch,-13.439247470301098
442,syntactic,0,-12.5,ring,-13.439247470301098
443,syntactic,0,-16.625,rope,-13.439247470301098
444,syntactic,0,-15.125,key,-13.439247470301098
445,syntactic,0,-10.9375,metal,-13.439247470301098
446,syntactic,0,-15.8125,water,-13.439247470301098
447,syntactic,0,-15.625,bird,-13.439247470301098
448,syntactic,0,-15.1875,lamp,-13.439247470301098
449,syntactic,0,-10.875,door,-13.439247470301098
450,syntactic,0,-14.0625,wind,-13.439247470301098
451,syntactic,0,-15.0625,key,-13.439247470301098
452,syntactic,0,-15.3125,shoe,-13.439247470301098
453,syntactic,0,-13.125,cloth,-13.439247470301098
454,syntactic,0,-16.125,food,-13.439247470301098
455,syntactic,0,-15.875,key,-13.439247470301098
456,syntactic,0,-14.5,food,-13.439247470301098
457,syntactic,0,-15.0625,pants,-13.439247470301098
458,syntactic,0,-13.25,bed,-13.439247470301098
459,syntactic,0,-12.4375,tree,-13.439247470301098
460,syntactic,0,-17.5,paper,-13.439247470301098
461,syntactic,0,-10.125,moon,-13.439247470301098
462,syntactic,0,-15.125,table,-13.439247470301098
463,syntactic,0,-18.875,nail,-13.439247470301098
464,syntactic,0,-14.9375,cup,-13.439247470301098
465,syntactic,0,-11.0625,bee,-13.439247470301098
466,syntactic,0,-14.875,food,-13.439247470301098
467,syntactic,0,-17.375,nail,-13.439247470301098
468,syntactic,0,-21.375,bowl,-13.439247470301098
469,syntactic,0,-14.0,chair,-13.439247470301098
470,syntactic,0,-12.75,door,-13.439247470301098
471,syntactic,0,-7.625,leaf,-13.439247470301098
472,syntactic,0,-11.875,bear,-13.439247470301098
473,syntactic,0,-10.75,ink,-13.439247470301098
474,syntactic,0,-12.25,knife,-13.439247470301098
475,syntactic,0,-9.25,leaf,-13.439247470301098
476,syntactic,0,-15.75,glass,-13.439247470301098
477,syntactic,0,-12.0625,roof,-13.439247470301098
478,syntactic,0,-12.625,box,-13.439247470301098
479,syntactic,0,-12.4375,cup,-13.439247470301098
480,syntactic,0,-13.75,book,-13.439247470301098
481,syntactic,0,-14.8125,floor,-13.439247470301098
482,syntactic,0,-15.5,cloth,-13.439247470301098
483,syntactic,0,-15.8125,water,-13.439247470301098
484,syntactic,0,-11.5625,knife,-13.439247470301098
485,syntactic,0,-18.875,cloth,-13.439247470301098
486,syntactic,0,-13.0,pen,-13.439247470301098
487,syntactic,0,-14.1875,sun,-13.439247470301098
488,syntactic,0,-15.0,water,-13.439247470301098
489,syntactic,0,-13.375,coin,-13.439247470301098
490,syntactic,0,-13.625,bag,-13.439247470301098
491,syntactic,0,-12.125,coat,-13.439247470301098
492,syntactic,0,-15.375,fire,-13.439247470301098
493,syntactic,0,-14.125,house,-13.439247470301098
494,syntactic,0,-11.9375,coat,-13.439247470301098
495,syntactic,0,-7.78125,leaf,-13.439247470301098
496,syntactic,0,-13.8125,grass,-13.439247470301098
497,syntactic,0,-14.0625,shirt,-13.439247470301098
498,syntactic,0,-13.875,cup,-13.439247470301098
499,syntactic,0,-12.875,fork,-13.439247470301098
500,syntactic,0,-13.1875,watch,-13.439247470301098
501,syntactic,0,-14.8125,tree,-13.439247470301098
502,syntactic,0,-12.3125,lion,-13.439247470301098
503,syntactic,0,-11.4375,metal,-13.439247470301098
504,syntactic,0,-15.0,sand,-13.439247470301098
505,syntactic,0,-12.625,bed,-13.439247470301098
506,syntactic,0,-16.25,spoon,-13.439247470301098
507,syntactic,0,-12.0625,shoe,-13.439247470301098
508,syntactic,0,-10.75,lion,-13.439247470301098
509,syntactic,0,-12.75,coin,-13.439247470301098
510,syntactic,0,-12.125,bag,-13.439247470301098
511,syntactic,0,-12.25,coin,-13.439247470301098
512,syntactic,0,-12.0,pen,-13.439247470301098
513,syntactic,0,-12.125,cup,-13.439247470301098
514,syntactic,0,-12.8125,hat,-13.439247470301098
515,syntactic,0,-9.4375,ink,-13.439247470301098
516,syntactic,0,-12.9375,cloth,-13.439247470301098
517,syntactic,0,-12.625,flower,-13.439247470301098
518,syntactic,0,-10.0625,door,-13.439247470301098
519,syntactic,0,-12.125,hat,-13.439247470301098
520,syntactic,0,-12.75,wire,-13.439247470301098
521,syntactic,0,-16.625,sun,-13.439247470301098
522,syntactic,0,-13.75,pen,-13.439247470301098
523,syntactic,0,-15.9375,key,-13.439247470301098
524,syntactic,0,-14.125,pen,-13.439247470301098
525,syntactic,0,-12.125,ring,-13.439247470301098
526,syntactic,0,-15.5625,cloth,-13.439247470301098
