id,distractor_type,distractor_length,logp,forbidden_concept,logp_smoothed
172,syntactic,0,-10.0625,roof,-13.5
173,syntactic,0,-10.875,chair,-13.5
174,syntactic,0,-14.1875,food,-13.5
175,syntactic,0,-10.1875,chair,-13.5
176,syntactic,0,-10.875,plate,-13.5
177,syntactic,0,-16.875,sand,-13.5
178,syntactic,0,-11.75,coat,-13.5
179,syntactic,0,-14.375,bird,-13.5
180,syntactic,0,-13.3125,dress,-13.5
181,syntactic,0,-12.375,ring,-13.5
182,syntactic,0,-11.5625,ring,-13.5
184,syntactic,0,-11.875,box,-13.5
185,syntactic,0,-15.125,ring,-13.5
186,syntactic,0,-11.4375,metal,-13.5
187,syntactic,0,-15.8125,key,-13.5
188,syntactic,0,-12.25,coat,-13.5
189,syntactic,0,-14.625,fish,-13.5
191,syntactic,0,-14.125,car,-13.5
192,syntactic,0,-16.375,sand,-13.5
193,syntactic,0,-19.75,fire,-13.5
194,syntactic,0,-11.6875,knife,-13.5
195,syntactic,0,-11.0,knife,-13.5
196,syntactic,0,-13.4375,roof,-13.5
197,syntactic,0,-17.625,sun,-13.5
198,syntactic,0,-11.4375,bolt,-13.5
199,syntactic,0,-10.25,bee,-13.5
200,syntactic,0,-19.5,water,-13.5
201,syntactic,0,-12.25,deer,-13.5
202,syntactic,0,-13.0625,chair,-13.5
203,syntactic,0,-15.1875,snow,-13.5
204,syntactic,0,-12.6875,ink,-13.5
205,syntactic,0,-10.5625,hat,-13.5
206,syntactic,0,-13.5625,flower,-13.5
207,syntactic,0,-13.875,car,-13.5
208,syntactic,0,-12.75,shirt,-13.5
209,syntactic,0,-15.625,food,-13.5
210,syntactic,0,-15.4375,rain,-13.5
211,syntactic,0,-11.9375,wind,-13.5
213,syntactic,0,-11.5625,hat,-13.5
214,syntactic,0,-17.375,dog,-13.5
215,syntactic,0,-13.5625,rain,-13.5
216,syntactic,0,-15.5,paper,-13.5
217,syntactic,0,-16.5,key,-13.5
219,syntactic,0,-15.375,key,-13.5
220,syntactic,0,-11.1875,knife,-13.5
221,syntactic,0,-12.25,roof,-13.5
222,syntactic,0,-9.6875,ink,-13.5
224,syntactic,0,-9.875,knife,-13.5
225,syntactic,0,-16.125,bird,-13.5
227,syntactic,0,-13.3125,dog,-13.5
228,syntactic,0,-17.25,sun,-13.5
229,syntactic,0,-13.9375,metal,-13.5
230,syntactic,0,-14.5625,glass,-13.5
231,syntactic,0,-13.3125,pen,-13.5
232,syntactic,0,-11.8125,bed,-13.5
233,syntactic,0,-18.75,table,-13.5
234,syntactic,0,-14.5,glass,-13.5
235,syntactic,0,-14.75,watch,-13.5
236,syntactic,0,-13.5,box,-13.5
237,syntactic,0,-14.1875,wall,-13.5
238,syntactic,0,-14.4375,ant,-13.5
239,syntactic,0,-7.28125,plate,-13.5
240,syntactic,0,-13.3125,wolf,-13.5
241,syntactic,0,-12.8125,roof,-13.5
242,syntactic,0,-14.25,star,-13.5
243,syntactic,0,-16.0,ant,-13.5
244,syntactic,0,-15.25,lamp,-13.5
245,syntactic,0,-12.75,roof,-13.5
246,syntactic,0,-11.4375,bed,-13.5
247,syntactic,0,-12.625,metal,-13.5
248,syntactic,0,-12.75,floor,-13.5
249,syntactic,0,-12.0625,coin,-13.5
250,syntactic,0,-17.125,fire,-13.5
251,syntactic,0,-14.625,snow,-13.5
252,syntactic,0,-12.5,metal,-13.5
253,syntactic,0,-10.8125,leaf,-13.5
254,syntactic,0,-17.125,sun,-13.5
255,syntactic,0,-13.25,ring,-13.5
256,syntactic,0,-11.875,wire,-13.5
257,syntactic,0,-13.5625,coin,-13.5
258,syntactic,0,-13.3125,cup,-13.5
259,syntactic,0,-14.0,star,-13.5
260,syntactic,0,-15.375,window,-13.5
261,syntactic,0,-12.5625,flower,-13.5
262,syntactic,0,-14.4375,food,-13.5
263,syntactic,0,-12.25,dress,-13.5
264,syntactic,0,-12.625,bed,-13.5
265,syntactic,0,-14.1875,floor,-13.5
266,syntactic,0,-14.0,paper,-13.5
267,syntactic,0,-13.8125,window,-13.5
268,syntactic,0,-15.25,watch,-13.5
269,syntactic,0,-8.4375,leaf,-13.5
270,syntactic,0,-19.25,food,-13.5
271,syntactic,0,-11.9375,cup,-13.5
272,syntactic,0,-13.9375,coin,-13.5
273,syntactic,0,-17.0,lamp,-13.5
274,syntactic,0,-13.0625,wall,-13.5
275,syntactic,0,-14.0,coin,-13.5
276,syntactic,0,-15.875,key,-13.5
277,syntactic,0,-15.25,door,-13.5
278,syntactic,0,-13.3125,ant,-13.5
279,syntactic,0,-14.1875,wall,-13.5
280,syntactic,0,-13.0625,bear,-13.5
281,syntactic,0,-12.4375,roof,-13.5
282,syntactic,0,-12.6875,metal,-13.5
284,syntactic,0,-13.0,knife,-13.5
285,syntactic,0,-13.375,flower,-13.5
286,syntactic,0,-10.75,wood,-13.5
287,syntactic,0,-14.375,book,-13.5
288,syntactic,0,-8.75,plate,-13.5
289,syntactic,0,-15.4375,snow,-13.5
290,syntactic,0,-11.1875,bolt,-13.5
291,syntactic,0,-17.0,fire,-13.5
292,syntactic,0,-8.875,wood,-13.5
293,syntactic,0,-15.5,fire,-13.5
294,syntactic,0,-9.0625,rock,-13.5
295,syntactic,0,-13.625,metal,-13.5
296,syntactic,0,-12.25,chair,-13.5
297,syntactic,0,-13.0625,cup,-13.5
298,syntactic,0,-15.375,dress,-13.5
299,syntactic,0,-13.1875,snow,-13.5
300,syntactic,0,-8.0625,leaf,-13.5
302,syntactic,0,-12.1875,ring,-13.5
303,syntactic,0,-15.75,table,-13.5
304,syntactic,0,-11.375,coat,-13.5
305,syntactic,0,-14.875,house,-13.5
307,syntactic,0,-12.8125,cat,-13.5
308,syntactic,0,-19.125,metal,-13.5
310,syntactic,0,-12.125,fork,-13.5
311,syntactic,0,-12.5625,paper,-13.5
312,syntactic,0,-14.6875,chair,-13.5
313,syntactic,0,-12.5,ant,-13.5
314,syntactic,0,-10.25,plate,-13.5
316,syntactic,0,-13.4375,wood,-13.5
317,syntactic,0,-11.8125,cloth,-13.5
318,syntactic,0,-14.5,star,-13.5
320,syntactic,0,-12.0,grass,-13.5
321,syntactic,0,-14.5625,food,-13.5
323,syntactic,0,-16.5,sun,-13.5
324,syntactic,0,-6.9375,plate,-13.5
325,syntactic,0,-12.75,bolt,-13.5
326,syntactic,0,-11.5625,chair,-13.5
327,syntactic,0,-12.3125,ant,-13.5
328,syntactic,0,-14.5625,key,-13.5
329,syntactic,0,-13.25,coin,-13.5
330,syntactic,0,-13.5,car,-13.5
331,syntactic,0,-14.0,bird,-13.5
332,syntactic,0,-11.4375,hat,-13.5
333,syntactic,0,-14.1875,table,-13.5
334,syntactic,0,-9.25,lion,-13.5
335,syntactic,0,-16.625,sun,-13.5
336,syntactic,0,-14.6875,chair,-13.5
337,syntactic,0,-12.25,ant,-13.5
338,syntactic,0,-13.375,paper,-13.5
339,syntactic,0,-9.1875,ink,-13.5
340,syntactic,0,-14.9375,food,-13.5
341,syntactic,0,-13.9375,lamp,-13.5
342,syntactic,0,-13.375,door,-13.5
343,syntactic,0,-12.4375,deer,-13.5
344,syntactic,0,-13.9375,rain,-13.5
345,syntactic,0,-12.6875,box,-13.5
346,syntactic,0,-17.75,bed,-13.5
347,syntactic,0,-14.75,roof,-13.5
348,syntactic,0,-9.6875,wood,-13.5
349,syntactic,0,-12.0,box,-13.5
350,syntactic,0,-12.25,door,-13.5
351,syntactic,0,-13.125,star,-13.5
352,syntactic,0,-12.25,cup,-13.5
353,syntactic,0,-13.75,bag,-13.5
354,syntactic,0,-9.5625,moon,-13.5
355,syntactic,0,-12.4375,ring,-13.5
356,syntactic,0,-10.0625,rock,-13.5
358,syntactic,0,-15.4375,fish,-13.5
359,syntactic,0,-14.0625,bed,-13.5
360,syntactic,0,-13.625,snow,-13.5
361,syntactic,0,-12.125,grass,-13.5
362,syntactic,0,-14.0,bag,-13.5
363,syntactic,0,-13.375,dog,-13.5
364,syntactic,0,-15.125,paper,-13.5
366,syntactic,0,-12.5625,rain,-13.5
367,syntactic,0,-22.0,glass,-13.5
368,syntactic,0,-10.875,bee,-13.5
369,syntactic,0,-13.5625,ink,-13.5
370,syntactic,0,-11.875,dress,-13.5
371,syntactic,0,-20.375,water,-13.5
372,syntactic,0,-10.375,wood,-13.5
373,syntactic,0,-12.4375,chair,-13.5
374,syntactic,0,-12.3125,coat,-13.5
375,syntactic,0,-12.5,bolt,-13.5
376,syntactic,0,-10.125,ring,-13.5
377,syntactic,0,-11.0625,metal,-13.5
378,syntactic,0,-12.5,roof,-13.5
379,syntactic,0,-13.1875,bird,-13.5
380,syntactic,0,-14.4375,chair,-13.5
381,syntactic,0,-11.6875,hat,-13.5
382,syntactic,0,-13.625,bird,-13.5
383,syntactic,0,-11.4375,wolf,-13.5
384,syntactic,0,-9.0,moon,-13.5
385,syntactic,0,-15.125,tree,-13.5
386,syntactic,0,-18.875,table,-13.5
387,syntactic,0,-13.75,house,-13.5
388,syntactic,0,-11.6875,bird,-13.5
389,syntactic,0,-12.0625,grass,-13.5
390,syntactic,0,-14.0625,roof,-13.5
391,syntactic,0,-10.25,bolt,-13.5
392,syntactic,0,-16.5,snow,-13.5
393,syntactic,0,-12.4375,rock,-13.5
394,syntactic,0,-13.375,chair,-13.5
395,syntactic,0,-13.3125,tree,-13.5
396,syntactic,0,-15.75,fire,-13.5
398,syntactic,0,-15.875,glass,-13.5
400,syntactic,0,-12.875,pen,-13.5
401,syntactic,0,-14.5,water,-13.5
402,syntactic,0,-13.9375,paper,-13.5
403,syntactic,0,-14.125,bird,-13.5
404,syntactic,0,-12.9375,watch,-13.5
405,syntactic,0,-13.0625,metal,-13.5
406,syntactic,0,-14.8125,food,-13.5
407,syntactic,0,-14.4375,grass,-13.5
408,syntactic,0,-12.625,roof,-13.5
410,syntactic,0,-12.8125,paper,-13.5
411,syntactic,0,-12.75,star,-13.5
412,syntactic,0,-13.0625,bird,-13.5
413,syntactic,0,-11.6875,ant,-13.5
414,syntactic,0,-14.4375,paper,-13.5
415,syntactic,0,-12.0625,star,-13.5
416,syntactic,0,-9.125,plate,-13.5
417,syntactic,0,-11.6875,hat,-13.5
418,syntactic,0,-14.25,house,-13.5
419,syntactic,0,-10.125,moon,-13.5
420,syntactic,0,-13.3125,hat,-13.5
421,syntactic,0,-10.5,fork,-13.5
422,syntactic,0,-14.1875,dress,-13.5
423,syntactic,0,-14.75,fire,-13.5
424,syntactic,0,-15.1875,box,-13.5
425,syntactic,0,-6.0625,leaf,-13.5
426,syntactic,0,-12.0625,bee,-13.5
427,syntactic,0,-15.4375,hat,-13.5
428,syntactic,0,-10.3125,bee,-13.5
429,syntactic,0,-21.5,wall,-13.5
430,syntactic,0,-13.75,wall,-13.5
432,syntactic,0,-10.75,lion,-13.5
433,syntactic,0,-14.375,house,-13.5
434,syntactic,0,-13.75,moon,-13.5
437,syntactic,0,-14.0,cup,-13.5
438,syntactic,0,-17.25,sun,-13.5
439,syntactic,0,-12.25,flower,-13.5
440,syntactic,0,-18.375,sun,-13.5
441,syntactic,0,-15.5,watch,-13.5
442,syntactic,0,-12.5,ring,-13.5
444,syntactic,0,-15.125,key,-13.5
445,syntactic,0,-11.0,metal,-13.5
446,syntactic,0,-15.875,water,-13.5
447,syntactic,0,-15.5625,bird,-13.5
448,syntactic,0,-15.3125,lamp,-13.5
449,syntactic,0,-10.9375,door,-13.5
450,syntactic,0,-14.1875,wind,-13.5
451,syntactic,0,-15.0,key,-13.5
453,syntactic,0,-13.125,cloth,-13.5
454,syntactic,0,-16.125,food,-13.5
455,syntactic,0,-15.6875,key,-13.5
456,syntactic,0,-14.5625,food,-13.5
457,syntactic,0,-15.0625,pants,-13.5
458,syntactic,0,-13.3125,bed,-13.5
459,syntactic,0,-12.5,tree,-13.5
460,syntactic,0,-17.375,paper,-13.5
461,syntactic,0,-10.125,moon,-13.5
462,syntactic,0,-15.125,table,-13.5
464,syntactic,0,-14.9375,cup,-13.5
465,syntactic,0,-11.0,bee,-13.5
466,syntactic,0,-14.875,food,-13.5
469,syntactic,0,-13.9375,chair,-13.5
470,syntactic,0,-12.6875,door,-13.5
471,syntactic,0,-7.6875,leaf,-13.5
472,syntactic,0,-11.9375,bear,-13.5
473,syntactic,0,-10.625,ink,-13.5
474,syntactic,0,-12.1875,knife,-13.5
475,syntactic,0,-9.25,leaf,-13.5
476,syntactic,0,-15.6875,glass,-13.5
477,syntactic,0,-12.0625,roof,-13.5
478,syntactic,0,-12.625,box,-13.5
479,syntactic,0,-12.4375,cup,-13.5
480,syntactic,0,-13.6875,book,-13.5
481,syntactic,0,-14.75,floor,-13.5
482,syntactic,0,-15.4375,cloth,-13.5
483,syntactic,0,-15.8125,water,-13.5
484,syntactic,0,-11.5625,knife,-13.5
485,syntactic,0,-18.75,cloth,-13.5
486,syntactic,0,-13.125,pen,-13.5
487,syntactic,0,-14.25,sun,-13.5
488,syntactic,0,-15.0,water,-13.5
489,syntactic,0,-13.4375,coin,-13.5
490,syntactic,0,-13.4375,bag,-13.5
491,syntactic,0,-12.0625,coat,-13.5
492,syntactic,0,-15.4375,fire,-13.5
493,syntactic,0,-14.125,house,-13.5
494,syntactic,0,-11.9375,coat,-13.5
495,syntactic,0,-7.75,leaf,-13.5
496,syntactic,0,-13.8125,grass,-13.5
497,syntactic,0,-14.0625,shirt,-13.5
498,syntactic,0,-13.875,cup,-13.5
499,syntactic,0,-12.75,fork,-13.5
500,syntactic,0,-13.1875,watch,-13.5
501,syntactic,0,-14.75,tree,-13.5
502,syntactic,0,-12.3125,lion,-13.5
503,syntactic,0,-11.5,metal,-13.5
504,syntactic,0,-15.0,sand,-13.5
505,syntactic,0,-12.625,bed,-13.5
508,syntactic,0,-10.75,lion,-13.5
509,syntactic,0,-12.6875,coin,-13.5
510,syntactic,0,-12.125,bag,-13.5
511,syntactic,0,-12.25,coin,-13.5
512,syntactic,0,-12.0,pen,-13.5
513,syntactic,0,-12.1875,cup,-13.5
514,syntactic,0,-12.8125,hat,-13.5
515,syntactic,0,-9.5,ink,-13.5
516,syntactic,0,-12.9375,cloth,-13.5
517,syntactic,0,-12.6875,flower,-13.5
518,syntactic,0,-10.0625,door,-13.5
519,syntactic,0,-12.125,hat,-13.5
520,syntactic,0,-12.75,wire,-13.5
521,syntactic,0,-16.75,sun,-13.5
522,syntactic,0,-13.6875,pen,-13.5
523,syntactic,0,-15.875,key,-13.5
524,syntactic,0,-14.1875,pen,-13.5
525,syntactic,0,-12.0625,ring,-13.5
526,syntactic,0,-15.5,cloth,-13.5
527,syntactic,0,-12.5625,coat,-13.5
528,syntactic,0,-9.4375,bee,-13.5
529,syntactic,0,-13.375,star,-13.5
530,syntactic,0,-14.6875,grass,-13.5
531,syntactic,0,-13.125,floor,-13.5
532,syntactic,0,-16.0,glass,-13.5
533,syntactic,0,-20.75,sun,-13.5
534,syntactic,0,-13.375,bird,-13.5
535,syntactic,0,-13.0,snow,-13.5
536,syntactic,0,-14.8125,lamp,-13.5
537,syntactic,0,-13.25,chair,-13.5
538,syntactic,0,-14.6875,house,-13.5
540,syntactic,0,-11.1875,grass,-13.5
541,syntactic,0,-12.125,cat,-13.5
542,syntactic,0,-13.375,chair,-13.5
543,syntactic,0,-11.125,lion,-13.5
546,syntactic,0,-10.3125,coat,-13.5
547,syntactic,0,-12.125,coat,-13.5
548,syntactic,0,-17.375,tree,-13.5
550,syntactic,0,-12.5625,fork,-13.5
551,syntactic,0,-13.5,box,-13.5
552,syntactic,0,-12.0625,bear,-13.5
553,syntactic,0,-13.6875,stone,-13.5
554,syntactic,0,-15.875,sand,-13.5
555,syntactic,0,-14.125,book,-13.5
556,syntactic,0,-13.9375,water,-13.5
557,syntactic,0,-7.125,plate,-13.5
558,syntactic,0,-11.1875,bolt,-13.5
559,syntactic,0,-12.8125,book,-13.5
560,syntactic,0,-14.25,floor,-13.5
561,syntactic,0,-11.6875,fork,-13.5
562,syntactic,0,-12.625,hat,-13.5
563,syntactic,0,-13.125,coin,-13.5
564,syntactic,0,-12.6875,lion,-13.5
565,syntactic,0,-12.1875,hat,-13.5
566,syntactic,0,-16.25,sun,-13.5
567,syntactic,0,-14.875,sun,-13.5
568,syntactic,0,-9.9375,bolt,-13.5
569,syntactic,0,-16.125,rain,-13.5
570,syntactic,0,-10.0,bed,-13.5
571,syntactic,0,-14.375,watch,-13.5
573,syntactic,0,-12.5,box,-13.5
574,syntactic,0,-13.625,roof,-13.5
575,syntactic,0,-14.25,food,-13.5
576,syntactic,0,-13.875,bag,-13.5
577,syntactic,0,-17.625,car,-13.5
578,syntactic,0,-15.5625,book,-13.5
579,syntactic,0,-11.1875,bag,-13.5
580,syntactic,0,-6.0,leaf,-13.5
581,syntactic,0,-14.125,hat,-13.5
582,syntactic,0,-14.5625,food,-13.5
584,syntactic,0,-6.3125,plate,-13.5
585,syntactic,0,-17.5,table,-13.5
586,syntactic,0,-13.5,lion,-13.5
587,syntactic,0,-14.0,wind,-13.5
588,syntactic,0,-13.4375,pen,-13.5
589,syntactic,0,-10.9375,metal,-13.5
590,syntactic,0,-15.9375,sand,-13.5
591,syntactic,0,-13.125,bear,-13.5
592,syntactic,0,-10.4375,moon,-13.5
594,syntactic,0,-9.625,bolt,-13.5
595,syntactic,0,-13.5625,flower,-13.5
596,syntactic,0,-13.625,bag,-13.5
597,syntactic,0,-13.625,wind,-13.5
598,syntactic,0,-12.875,chair,-13.5
599,syntactic,0,-14.1875,bag,-13.5
600,syntactic,0,-10.25,ink,-13.5
601,syntactic,0,-10.9375,moon,-13.5
602,syntactic,0,-14.0,shirt,-13.5
604,syntactic,0,-20.0,food,-13.5
605,syntactic,0,-15.9375,food,-13.5
606,syntactic,0,-12.6875,wire,-13.5
607,syntactic,0,-11.5,lion,-13.5
608,syntactic,0,-13.3125,cloth,-13.5
609,syntactic,0,-13.875,wire,-13.5
610,syntactic,0,-13.5,fish,-13.5
611,syntactic,0,-12.3125,bee,-13.5
612,syntactic,0,-18.625,sun,-13.5
613,syntactic,0,-18.0,roof,-13.5
615,syntactic,0,-15.3125,fish,-13.5
616,syntactic,0,-12.3125,fish,-13.5
617,syntactic,0,-22.125,water,-13.5
618,syntactic,0,-15.75,water,-13.5
619,syntactic,0,-8.625,fox,-13.5
620,syntactic,0,-14.875,car,-13.5
621,syntactic,0,-14.625,lamp,-13.5
622,syntactic,0,-13.5,pants,-13.5
623,syntactic,0,-13.3125,food,-13.5
624,syntactic,0,-12.4375,flower,-13.5
625,syntactic,0,-14.4375,stone,-13.5
627,syntactic,0,-7.9375,plate,-13.5
629,syntactic,0,-11.875,hat,-13.5
630,syntactic,0,-7.3125,plate,-13.5
631,syntactic,0,-14.125,wind,-13.5
632,syntactic,0,-19.0,table,-13.5
633,syntactic,0,-14.5625,fire,-13.5
634,syntactic,0,-8.8125,ring,-13.5
635,syntactic,0,-11.5,knife,-13.5
636,syntactic,0,-12.5,wolf,-13.5
638,syntactic,0,-12.8125,cup,-13.5
639,syntactic,0,-11.5,moon,-13.5
640,syntactic,0,-10.4375,chair,-13.5
641,syntactic,0,-17.5,fire,-13.5
642,syntactic,0,-9.4375,wood,-13.5
643,syntactic,0,-16.125,floor,-13.5
644,syntactic,0,-13.8125,rain,-13.5
645,syntactic,0,-13.5,window,-13.5
646,syntactic,0,-16.875,pants,-13.5
647,syntactic,0,-15.9375,pants,-13.5
648,syntactic,0,-14.625,bag,-13.5
649,syntactic,0,-15.1875,food,-13.5
650,syntactic,0,-12.5625,roof,-13.5
651,syntactic,0,-9.1875,rock,-13.5
652,syntactic,0,-12.125,hat,-13.5
653,syntactic,0,-11.875,grass,-13.5
654,syntactic,0,-12.9375,cloth,-13.5
655,syntactic,0,-14.75,book,-13.5
656,syntactic,0,-13.75,glass,-13.5
657,syntactic,0,-8.4375,leaf,-13.5
658,syntactic,0,-13.1875,knife,-13.5
659,syntactic,0,-12.4375,flower,-13.5
661,syntactic,0,-14.4375,lamp,-13.5
662,syntactic,0,-13.3125,hat,-13.5
663,syntactic,0,-10.6875,ring,-13.5
664,syntactic,0,-16.0,car,-13.5
665,syntactic,0,-13.0,window,-13.5
666,syntactic,0,-13.5625,fire,-13.5
667,syntactic,0,-13.625,fish,-13.5
668,syntactic,0,-11.875,grass,-13.5
669,syntactic,0,-14.1875,book,-13.5
670,syntactic,0,-13.9375,wolf,-13.5
671,syntactic,0,-9.8125,plate,-13.5
672,syntactic,0,-14.125,dress,-13.5
673,syntactic,0,-13.4375,dress,-13.5
674,syntactic,0,-12.1875,bird,-13.5
675,syntactic,0,-13.25,wire,-13.5
676,syntactic,0,-12.75,stone,-13.5
677,syntactic,0,-9.5,plate,-13.5
