id,delta,logp_neutral,logp_negative,logp_positive,forbidden_concept
73,-0.875,-29.5,-28.625,-35.5,star
75,6.125,-29.125,-35.25,-28.375,wolf
77,-16.25,-39.0,-22.75,-30.25,roof
78,5.375,-29.875,-35.25,-29.625,food
79,3.875,-25.0,-28.875,-25.25,fire
80,9.25,-26.5,-35.75,-23.0,moon
81,7.625,-24.375,-32.0,-23.75,dress
82,7.25,-28.25,-35.5,-25.625,bird
83,13.625,-26.625,-40.25,-38.5,fish
84,4.125,-23.5,-27.625,,coat
85,0.875,-24.375,-25.25,-22.0,floor
87,7.0,-28.25,-35.25,-26.375,bird
88,11.0,-26.75,-37.75,-33.0,plate
89,-5.875,-36.25,-30.375,-25.25,stone
91,9.75,-25.0,-34.75,-30.625,lion
92,5.625,-23.75,-29.375,-36.5,chair
93,-2.25,-28.0,-25.75,-25.5,table
94,4.0,-23.75,-27.75,-27.5,sun
95,7.875,-25.125,-33.0,-31.125,window
96,-6.0,-28.75,-22.75,-24.25,chair
97,12.0,-27.5,-39.5,-29.75,rock
98,-5.25,-29.875,-24.625,-24.625,paper
99,5.5,-21.75,-27.25,-24.625,dog
100,-2.875,-34.0,-31.125,-24.0,food
101,-0.875,-26.625,-25.75,-22.375,cloth
103,-10.0,-29.875,-19.875,-27.25,hat
104,6.75,-26.0,-32.75,-33.25,coin
107,-0.25,-34.5,-34.25,-27.0,snow
110,-0.875,-29.875,-29.0,-29.625,cloth
111,0.0,-34.75,-34.75,-27.625,fire
112,5.125,-29.375,-34.5,-21.375,roof
113,6.0,-28.75,-34.75,-22.875,fork
114,-0.75,-29.375,-28.625,-31.375,flower
115,-0.25,-29.125,-28.875,,watch
116,7.5,-30.0,-37.5,-20.25,snow
117,0.25,-26.5,-26.75,-24.875,bolt
118,1.75,-30.25,-32.0,-26.625,grass
119,1.125,-26.25,-27.375,-23.75,water
120,13.625,-24.125,-37.75,-31.125,water
121,0.625,-26.875,-27.5,-26.0,table
122,11.125,-22.375,-33.5,-28.5,box
123,-0.5,-24.75,-24.25,-29.625,leaf
124,-2.75,-25.875,-23.125,-24.375,bear
125,2.625,-24.0,-26.625,-29.125,bear
126,6.625,-24.625,-31.25,-36.75,dress
127,2.375,-31.125,-33.5,-31.0,wall
129,1.0,-31.25,-32.25,-21.625,bee
132,2.5,-24.0,-26.5,-30.25,pants
133,-6.25,-35.0,-28.75,-26.0,house
136,-12.0,-36.0,-24.0,-23.625,bear
137,-4.375,-31.375,-27.0,-23.625,book
139,-13.625,-34.5,-20.875,-25.5,key
140,-3.125,-29.75,-26.625,-24.5,coat
142,9.75,-26.25,-36.0,,cat
143,-1.25,-30.5,-29.25,-24.0,bag
144,-2.375,-25.375,-23.0,-30.0,fork
145,-4.125,-32.0,-27.875,-30.375,wind
146,2.75,-24.0,-26.75,-25.5,cloth
147,9.375,-23.375,-32.75,-25.875,knife
148,-1.875,-31.25,-29.375,-22.75,rock
150,6.25,-27.25,-33.5,-28.25,lamp
151,-5.75,-28.125,-22.375,-23.75,lamp
152,-0.5,-25.625,-25.125,-25.5,key
154,-7.75,-36.75,-29.0,-17.5,bird
155,12.0,-25.75,-37.75,-30.625,fish
156,2.75,-27.375,-30.125,-25.25,floor
157,-2.75,-31.375,-28.625,-26.0,moon
158,9.875,-24.625,-34.5,-29.625,bee
159,9.375,-23.125,-32.5,-27.375,car
160,7.625,-21.625,-29.25,-29.0,glass
161,-8.25,-34.25,-26.0,-24.125,paper
162,-5.375,-27.0,-21.625,-26.25,coat
163,2.5,-30.0,-32.5,-24.625,table
164,0.875,-31.125,-32.0,-18.625,rain
165,-9.125,-31.75,-22.625,-26.25,bear
166,-0.75,-22.25,-21.5,-17.0,fire
167,0.25,-27.375,-27.625,-27.75,wind
168,-4.125,-30.0,-25.875,-32.5,ink
169,1.5,-30.75,-32.25,-22.625,coin
170,4.0,-31.25,-35.25,,pen
171,-2.25,-27.5,-25.25,,pen
172,2.0,-24.625,-26.625,-21.0,roof
173,-7.5,-32.75,-25.25,-23.375,chair
174,2.375,-22.5,-24.875,-30.0,food
175,2.875,-23.5,-26.375,-19.5,chair
176,-5.25,-25.625,-20.375,-23.75,plate
179,-2.375,-32.0,-29.625,-25.5,bird
180,-2.25,-27.0,-24.75,-36.5,dress
181,3.0,-25.25,-28.25,-28.0,ring
182,15.5,-26.75,-42.25,-19.625,ring
184,-8.5,-35.5,-27.0,-25.75,box
185,-4.625,-29.0,-24.375,-24.125,ring
186,-0.5,-35.5,-35.0,-28.0,metal
187,5.0,-24.5,-29.5,-32.25,key
188,-1.0,-28.375,-27.375,-36.5,coat
189,0.75,-27.25,-28.0,-26.625,fish
191,-5.875,-27.75,-21.875,,car
192,0.75,-26.125,-26.875,-32.0,sand
193,3.75,-25.0,-28.75,-25.0,fire
194,8.0,-27.25,-35.25,-34.75,knife
195,5.25,-19.875,-25.125,-32.25,knife
198,10.0,-24.0,-34.0,-23.0,bolt
199,-14.125,-25.125,-11.0,-22.875,bee
200,13.375,-22.625,-36.0,-26.5,water
201,4.5,-26.875,-31.375,-29.75,deer
202,3.75,-27.875,-31.625,-26.25,chair
203,16.625,-21.875,-38.5,-29.375,snow
204,5.75,-25.75,-31.5,-26.25,ink
205,5.875,-26.125,-32.0,-25.75,hat
206,-0.25,-25.25,-25.0,-23.5,flower
207,1.25,-23.75,-25.0,-24.75,car
208,-3.75,-30.5,-26.75,-23.75,shirt
209,-2.875,-24.25,-21.375,,food
210,4.0,-31.75,-35.75,-33.25,rain
211,-7.5,-28.25,-20.75,-31.625,wind
213,-1.875,-28.875,-27.0,-33.25,hat
214,-0.5,-23.0,-22.5,-32.0,dog
215,2.875,-20.5,-23.375,-28.25,rain
216,-5.375,-31.0,-25.625,-20.0,paper
217,3.125,-23.0,-26.125,-19.5,key
219,-2.25,-27.875,-25.625,-27.375,key
220,-1.875,-24.75,-22.875,-38.0,knife
222,2.75,-27.0,-29.75,-30.25,ink
224,4.75,-29.0,-33.75,-30.375,knife
225,-5.125,-31.625,-26.5,-26.375,bird
227,12.375,-26.375,-38.75,-27.125,dog
228,-2.125,-34.0,-31.875,-36.25,sun
229,6.75,-28.25,-35.0,-22.0,metal
231,-4.0,-38.0,-34.0,-32.75,pen
232,-4.0,-27.375,-23.375,-25.625,bed
233,0.25,-36.25,-36.5,-14.625,table
234,-9.125,-28.5,-19.375,-26.0,glass
236,9.125,-24.625,-33.75,-25.75,box
238,0.0,-24.875,-24.875,-31.625,ant
239,14.375,-25.375,-39.75,-24.375,plate
240,1.25,-32.0,-33.25,-17.125,wolf
242,8.0,-22.5,-30.5,-23.5,star
243,-1.375,-31.375,-30.0,-37.0,ant
245,12.625,-24.125,-36.75,-29.125,roof
246,9.625,-23.625,-33.25,-24.75,bed
247,12.25,-24.0,-36.25,-22.375,metal
248,2.0,-34.75,-36.75,-25.875,floor
249,0.25,-28.5,-28.75,-34.5,coin
251,14.5,-23.75,-38.25,-27.75,snow
252,-1.0,-35.0,-34.0,-16.5,metal
253,7.125,-27.375,-34.5,-27.375,leaf
254,4.875,-28.625,-33.5,-25.75,sun
255,-6.375,-36.25,-29.875,-23.375,ring
256,-4.375,-29.25,-24.875,-26.25,wire
257,8.25,-25.25,-33.5,,coin
258,7.25,-26.75,-34.0,-27.875,cup
259,3.75,-24.75,-28.5,-18.625,star
260,3.5,-22.0,-25.5,-27.125,window
261,-8.375,-31.75,-23.375,-23.25,flower
262,-0.875,-25.25,-24.375,-24.875,food
263,-8.625,-27.125,-18.5,-25.375,dress
264,-9.75,-36.75,-27.0,-22.875,bed
265,-8.75,-30.875,-22.125,,floor
266,-11.125,-38.75,-27.625,-14.5,paper
267,4.375,-23.375,-27.75,-17.875,window
268,6.0,-26.5,-32.5,-25.0,watch
269,-0.875,-26.25,-25.375,-21.75,leaf
270,-10.0,-36.0,-26.0,-25.0,food
271,0.125,-22.75,-22.875,-31.5,cup
272,11.375,-20.875,-32.25,-24.875,coin
273,-4.25,-29.125,-24.875,-23.875,lamp
274,-1.125,-31.25,-30.125,-26.0,wall
275,6.75,-27.25,-34.0,-26.375,coin
276,-7.375,-33.25,-25.875,-22.5,key
277,0.5,-32.5,-33.0,-32.75,door
278,-7.0,-28.625,-21.625,-29.375,ant
279,11.875,-22.625,-34.5,-22.75,wall
280,9.0,-21.5,-30.5,-34.75,bear
281,2.0,-25.625,-27.625,-17.0,roof
282,0.75,-28.5,-29.25,,metal
284,-4.375,-32.75,-28.375,,knife
285,12.25,-24.75,-37.0,-20.125,flower
286,13.375,-29.125,-42.5,,wood
287,5.25,-22.625,-27.875,-23.625,book
288,-2.25,-28.5,-26.25,-19.375,plate
289,-1.625,-29.625,-28.0,-21.625,snow
291,10.0,-25.5,-35.5,-24.375,fire
292,-6.625,-30.25,-23.625,-22.625,wood
293,7.625,-25.625,-33.25,-18.75,fire
294,8.125,-27.875,-36.0,-24.125,rock
295,1.75,-27.5,-29.25,-31.0,metal
296,-10.25,-29.625,-19.375,-22.875,chair
297,-8.75,-34.0,-25.25,-28.125,cup
298,-2.125,-30.625,-28.5,-23.75,dress
299,2.875,-26.125,-29.0,-24.125,snow
302,-7.5,-34.75,-27.25,-23.5,ring
303,6.0,-23.125,-29.125,-31.875,table
304,-7.0,-34.0,-27.0,-18.375,coat
305,-0.375,-27.0,-26.625,-26.375,house
307,10.875,-25.625,-36.5,-25.625,cat
308,6.25,-26.0,-32.25,-28.875,metal
311,9.0,-25.0,-34.0,-21.875,paper
312,-0.5,-25.25,-24.75,-26.375,chair
313,-5.375,-27.25,-21.875,-24.25,ant
314,-8.5,-30.875,-22.375,-23.125,plate
316,9.5,-26.25,-35.75,-23.875,wood
317,6.75,-23.625,-30.375,-31.25,cloth
318,5.375,-24.75,-30.125,-27.875,star
320,4.125,-26.875,-31.0,-26.5,grass
321,5.125,-25.875,-31.0,-26.125,food
323,-5.75,-36.25,-30.5,-32.0,sun
324,0.125,-23.75,-23.875,,plate
325,4.5,-22.625,-27.125,-25.875,bolt
326,-4.75,-33.5,-28.75,-32.5,chair
327,-2.5,-28.875,-26.375,-18.875,ant
328,9.375,-22.875,-32.25,-25.5,key
329,10.5,-25.75,-36.25,-33.5,coin
330,1.25,-32.25,-33.5,-24.375,car
331,14.75,-22.75,-37.5,-23.375,bird
332,3.0,-27.0,-30.0,-25.625,hat
333,9.5,-27.75,-37.25,-29.0,table
334,4.75,-33.5,-38.25,-32.75,lion
335,4.375,-26.875,-31.25,-28.125,sun
336,0.0,-28.75,-28.75,-23.875,chair
337,-0.375,-32.0,-31.625,-30.75,ant
338,-4.5,-29.0,-24.5,-32.0,paper
339,-0.375,-29.0,-28.625,-28.25,ink
340,-3.0,-27.25,-24.25,-30.75,food
341,2.625,-22.875,-25.5,-23.625,lamp
342,-7.5,-34.0,-26.5,-35.0,door
344,4.875,-23.375,-28.25,-32.0,rain
345,-7.625,-32.75,-25.125,-26.625,box
346,14.375,-24.625,-39.0,-25.875,bed
347,-2.25,-34.25,-32.0,-36.75,roof
348,-0.625,-28.75,-28.125,,wood
349,-1.25,-26.875,-25.625,-26.0,box
350,3.375,-23.875,-27.25,-35.75,door
352,-0.75,-25.875,-25.125,-30.75,cup
354,-3.625,-25.75,-22.125,-21.125,moon
355,12.75,-25.5,-38.25,-30.5,ring
356,-3.375,-35.25,-31.875,-22.75,rock
358,-2.0,-30.25,-28.25,-30.5,fish
359,3.75,-23.375,-27.125,-21.375,bed
360,2.0,-24.375,-26.375,-25.25,snow
361,11.125,-22.125,-33.25,-35.75,grass
362,-2.0,-34.5,-32.5,-30.625,bag
363,1.625,-26.0,-27.625,-31.5,dog
364,-3.875,-29.875,-26.0,-25.625,paper
367,-1.5,-33.75,-32.25,-24.25,glass
368,-6.375,-27.625,-21.25,-20.5,bee
369,6.25,-26.5,-32.75,-22.375,ink
370,4.875,-27.625,-32.5,-26.25,dress
371,6.125,-28.625,-34.75,-29.375,water
372,9.875,-26.875,-36.75,-31.875,wood
373,-4.125,-32.25,-28.125,,chair
374,-3.75,-31.875,-28.125,-24.0,coat
375,3.0,-27.75,-30.75,-27.375,bolt
376,-11.375,-38.5,-27.125,-27.5,ring
377,6.75,-28.5,-35.25,-25.625,metal
378,5.5,-29.75,-35.25,-26.125,roof
379,-2.875,-31.375,-28.5,-24.375,bird
380,-0.75,-25.375,-24.625,-27.5,chair
381,2.875,-28.5,-31.375,-28.375,hat
382,-3.375,-29.25,-25.875,-26.375,bird
383,11.375,-23.625,-35.0,-25.375,wolf
384,-0.75,-33.25,-32.5,-34.5,moon
385,15.625,-24.625,-40.25,-30.25,tree
386,8.875,-25.375,-34.25,-26.875,table
387,5.875,-28.875,-34.75,-27.0,house
388,-2.25,-26.0,-23.75,-31.625,bird
389,2.5,-31.5,-34.0,-19.0,grass
390,11.125,-24.625,-35.75,-25.75,roof
391,-4.5,-33.0,-28.5,-34.0,bolt
392,7.0,-26.25,-33.25,-22.875,snow
393,7.0,-31.25,-38.25,,rock
394,-4.625,-34.0,-29.375,-22.125,chair
395,13.625,-24.625,-38.25,-23.375,tree
396,5.0,-32.75,-37.75,-22.5,fire
401,9.375,-22.25,-31.625,-29.25,water
402,4.0,-24.875,-28.875,,paper
403,5.625,-29.875,-35.5,-33.75,bird
404,6.875,-25.0,-31.875,-37.5,watch
405,6.375,-31.625,-38.0,-28.5,metal
407,11.75,-24.5,-36.25,-29.875,grass
408,3.5,-24.75,-28.25,-36.25,roof
410,-7.0,-31.0,-24.0,-24.375,paper
411,-10.25,-28.0,-17.75,-28.0,star
413,-3.75,-29.25,-25.5,-23.125,ant
414,5.625,-26.625,-32.25,-27.125,paper
415,-3.875,-27.0,-23.125,-28.75,star
416,-4.875,-31.0,-26.125,-30.5,plate
417,6.625,-26.875,-33.5,-24.875,hat
418,2.25,-34.0,-36.25,-22.0,house
419,-1.875,-28.375,-26.5,-24.25,moon
420,2.25,-36.5,-38.75,-32.5,hat
421,-1.0,-29.625,-28.625,-24.5,fork
422,-3.625,-27.25,-23.625,-20.5,dress
423,0.625,-25.0,-25.625,-30.125,fire
424,6.125,-25.5,-31.625,,box
425,2.125,-27.125,-29.25,-34.0,leaf
426,12.125,-21.375,-33.5,,bee
427,-4.5,-30.625,-26.125,-29.625,hat
428,-1.0,-22.625,-21.625,-33.75,bee
429,12.75,-24.75,-37.5,-23.75,wall
430,1.625,-27.125,-28.75,-18.25,wall
432,3.5,-36.5,-40.0,-38.75,lion
433,6.25,-29.25,-35.5,-26.0,house
434,-4.375,-33.5,-29.125,,moon
437,-4.125,-25.75,-21.625,-34.0,cup
438,3.5,-34.5,-38.0,-25.125,sun
439,8.75,-22.375,-31.125,-19.375,flower
440,-0.875,-25.75,-24.875,-23.5,sun
441,1.5,-33.75,-35.25,-30.5,watch
442,-1.875,-28.25,-26.375,-29.25,ring
444,7.75,-25.0,-32.75,-17.5,key
445,5.625,-25.0,-30.625,-29.75,metal
446,-3.875,-26.375,-22.5,-29.0,water
447,8.625,-24.875,-33.5,-33.5,bird
448,2.0,-33.0,-35.0,-30.5,lamp
449,-9.375,-30.75,-21.375,-24.25,door
450,8.625,-27.375,-36.0,-23.0,wind
451,1.5,-26.25,-27.75,-35.5,key
453,12.5,-25.25,-37.75,,cloth
454,-4.25,-29.625,-25.375,-20.75,food
455,3.25,-32.75,-36.0,-25.375,key
456,-1.875,-23.625,-21.75,,food
457,-19.0,-36.75,-17.75,-30.0,pants
458,9.375,-29.375,-38.75,-28.25,bed
459,12.5,-24.5,-37.0,,tree
460,-9.375,-34.25,-24.875,-23.625,paper
461,9.25,-25.75,-35.0,-27.875,moon
462,5.75,-25.125,-30.875,-24.5,table
464,5.0,-23.875,-28.875,-20.75,cup
465,-4.875,-31.375,-26.5,-28.125,bee
466,11.25,-23.25,-34.5,-33.25,food
469,2.875,-21.875,-24.75,-31.25,chair
470,4.0,-26.0,-30.0,-29.25,door
473,3.625,-21.75,-25.375,-21.75,ink
474,-1.125,-27.75,-26.625,-32.0,knife
475,-6.0,-33.25,-27.25,-22.25,leaf
476,-4.5,-27.375,-22.875,-23.75,glass
477,-10.25,-30.0,-19.75,-27.625,roof
478,9.625,-21.625,-31.25,-23.75,box
479,-4.125,-30.25,-26.125,-36.75,cup
480,9.125,-25.625,-34.75,-24.125,book
481,2.375,-27.125,-29.5,,floor
482,7.625,-24.0,-31.625,-27.5,cloth
483,-1.75,-29.75,-28.0,-24.875,water
484,-0.75,-27.875,-27.125,-26.625,knife
485,11.75,-21.25,-33.0,-25.5,cloth
486,10.625,-28.375,-39.0,-29.0,pen
487,1.0,-27.875,-28.875,-30.625,sun
488,-10.25,-32.75,-22.5,-31.0,water
489,0.0,-32.25,-32.25,-30.125,coin
490,2.875,-23.625,-26.5,-25.875,bag
491,-0.875,-26.375,-25.5,-29.5,coat
492,10.5,-19.375,-29.875,-25.625,fire
494,-1.125,-26.75,-25.625,-25.75,coat
495,-5.0,-27.875,-22.875,-25.25,leaf
496,6.875,-22.125,-29.0,-30.125,grass
497,4.5,-27.0,-31.5,-28.75,shirt
498,9.5,-28.25,-37.75,-28.75,cup
499,3.0,-34.25,-37.25,-27.625,fork
500,6.125,-25.25,-31.375,-32.5,watch
501,8.25,-32.25,-40.5,-27.75,tree
502,10.5,-25.5,-36.0,-29.875,lion
504,3.375,-31.625,-35.0,-26.25,sand
508,1.5,-25.625,-27.125,-28.875,lion
509,9.0,-28.75,-37.75,-29.25,coin
510,7.125,-28.875,-36.0,-22.0,bag
513,2.75,-28.75,-31.5,-28.625,cup
514,-2.125,-24.75,-22.625,-32.25,hat
516,-3.5,-36.0,-32.5,-28.375,cloth
517,-2.25,-30.625,-28.375,-25.75,flower
518,0.0,-25.25,-25.25,-33.0,door
519,-4.75,-27.875,-23.125,,hat
520,9.25,-24.75,-34.0,-25.0,wire
521,2.0,-32.0,-34.0,-26.625,sun
522,9.5,-20.0,-29.5,-32.0,pen
523,-3.25,-27.125,-23.875,-25.0,key
524,9.75,-23.75,-33.5,-27.75,pen
525,-0.5,-30.625,-30.125,-27.5,ring
526,-0.625,-30.5,-29.875,-23.375,cloth
527,1.125,-31.375,-32.5,-34.0,coat
529,-3.625,-21.875,-18.25,-32.75,star
530,-1.75,-33.75,-32.0,-21.375,grass
531,7.125,-25.875,-33.0,-28.875,floor
532,4.5,-29.5,-34.0,-30.875,glass
533,8.25,-27.25,-35.5,-25.875,sun
534,-4.25,-37.75,-33.5,-29.25,bird
535,12.0,-25.5,-37.5,-24.5,snow
536,9.625,-24.125,-33.75,-26.0,lamp
537,-1.25,-28.0,-26.75,-27.375,chair
538,8.5,-22.375,-30.875,-27.25,house
540,13.625,-20.625,-34.25,-30.25,grass
541,-1.5,-28.375,-26.875,-24.25,cat
542,-6.875,-27.625,-20.75,-28.5,chair
543,-3.75,-28.0,-24.25,-25.875,lion
546,-4.0,-33.0,-29.0,-23.5,coat
547,1.875,-27.75,-29.625,-27.875,coat
548,11.5,-22.5,-34.0,-23.375,tree
550,3.125,-30.125,-33.25,-28.75,fork
552,-3.0,-30.5,-27.5,-20.125,bear
553,-3.75,-25.625,-21.875,-24.125,stone
554,-1.75,-34.25,-32.5,-31.0,sand
555,6.125,-24.625,-30.75,-27.875,book
557,2.75,-32.75,-35.5,-31.875,plate
558,-2.0,-32.0,-30.0,-26.375,bolt
559,-10.25,-36.75,-26.5,-28.0,book
562,3.0,-26.875,-29.875,-27.25,hat
563,5.875,-25.5,-31.375,-28.75,coin
564,6.25,-23.5,-29.75,-34.75,lion
565,4.25,-22.75,-27.0,-28.125,hat
566,5.0,-28.75,-33.75,,sun
567,3.125,-31.625,-34.75,-24.625,sun
568,7.25,-20.75,-28.0,,bolt
569,6.25,-25.75,-32.0,-24.75,rain
570,9.625,-26.125,-35.75,,bed
571,-1.875,-32.25,-30.375,-26.25,watch
573,0.5,-25.625,-26.125,-27.0,box
574,-1.0,-25.25,-24.25,-24.0,roof
575,1.625,-26.375,-28.0,,food
576,1.0,-30.0,-31.0,-28.0,bag
577,1.0,-26.375,-27.375,-26.25,car
578,-6.875,-34.5,-27.625,-24.0,book
579,0.75,-23.75,-24.5,-25.125,bag
580,-5.0,-27.75,-22.75,-21.75,leaf
581,5.125,-27.125,-32.25,-32.75,hat
582,-0.625,-29.625,-29.0,-28.375,food
584,0.5,-25.75,-26.25,-28.875,plate
585,3.875,-25.375,-29.25,-15.1875,table
586,8.75,-23.25,-32.0,-25.875,lion
588,5.75,-27.75,-33.5,-29.25,pen
589,2.875,-29.875,-32.75,-33.0,metal
590,5.75,-27.5,-33.25,-21.375,sand
591,-3.25,-24.5,-21.25,-21.875,bear
592,-5.875,-31.0,-25.125,-18.75,moon
594,-5.375,-34.25,-28.875,-21.125,bolt
595,-5.5,-27.125,-21.625,-21.625,flower
596,3.25,-24.5,-27.75,-16.75,bag
597,8.5,-27.75,-36.25,,wind
598,-4.0,-26.75,-22.75,-24.125,chair
599,4.875,-20.375,-25.25,-22.375,bag
600,-9.875,-36.5,-26.625,,ink
602,-2.875,-27.5,-24.625,-25.375,shirt
604,-1.125,-25.625,-24.5,-27.875,food
605,-1.25,-30.25,-29.0,-31.625,food
608,0.875,-26.125,-27.0,-27.0,cloth
609,3.875,-26.0,-29.875,-25.25,wire
610,7.75,-25.25,-33.0,-31.5,fish
611,9.25,-24.75,-34.0,-21.125,bee
612,-8.875,-36.0,-27.125,-30.125,sun
613,7.75,-21.5,-29.25,-25.0,roof
615,12.875,-27.375,-40.25,-28.875,fish
616,1.375,-31.125,-32.5,-23.25,fish
617,8.75,-24.75,-33.5,-27.75,water
618,-2.5,-32.75,-30.25,-22.75,water
619,7.75,-24.0,-31.75,-30.875,fox
620,-0.625,-27.25,-26.625,-29.125,car
621,5.0,-26.5,-31.5,,lamp
622,5.75,-28.25,-34.0,-21.0,pants
623,-10.375,-29.25,-18.875,-22.875,food
624,5.0,-30.5,-35.5,-24.375,flower
625,0.625,-30.75,-31.375,-26.375,stone
627,0.25,-21.375,-21.625,-22.375,plate
629,4.0,-28.0,-32.0,-24.875,hat
630,-0.625,-23.25,-22.625,-20.875,plate
631,0.5,-25.75,-26.25,-23.25,wind
632,9.875,-24.125,-34.0,-21.125,table
633,13.125,-26.125,-39.25,-28.75,fire
634,-3.125,-29.125,-26.0,-26.0,ring
635,-1.0,-31.25,-30.25,-28.5,knife
636,14.625,-25.375,-40.0,-31.25,wolf
638,-10.375,-35.0,-24.625,-26.625,cup
639,-2.125,-29.25,-27.125,-34.0,moon
640,-9.125,-33.25,-24.125,-25.625,chair
641,4.125,-27.0,-31.125,-23.125,fire
642,4.25,-27.0,-31.25,-26.125,wood
643,1.0,-25.875,-26.875,-25.125,floor
644,-0.25,-34.25,-34.0,-21.0,rain
645,-8.375,-26.0,-17.625,-27.125,window
646,6.375,-24.25,-30.625,-39.25,pants
647,0.5,-26.75,-27.25,,pants
648,4.0,-22.5,-26.5,,bag
650,-9.25,-31.0,-21.75,-28.0,roof
651,8.75,-27.5,-36.25,-32.75,rock
652,1.5,-28.0,-29.5,-25.125,hat
653,-0.5,-24.75,-24.25,-27.5,grass
654,5.125,-23.875,-29.0,-22.75,cloth
655,2.375,-28.25,-30.625,-25.75,book
656,8.25,-25.25,-33.5,-35.5,glass
657,5.75,-19.125,-24.875,-30.25,leaf
658,-1.375,-29.5,-28.125,-28.375,knife
659,1.375,-23.625,-25.0,-31.375,flower
661,-3.875,-32.75,-28.875,-27.5,lamp
662,6.25,-24.5,-30.75,,hat
663,5.0,-23.5,-28.5,-26.125,ring
664,-1.0,-27.75,-26.75,-24.75,car
665,-2.375,-27.625,-25.25,-30.5,window
666,12.0,-28.25,-40.25,-26.375,fire
667,8.5,-26.25,-34.75,,fish
668,-10.75,-30.625,-19.875,-25.375,grass
669,-2.25,-33.75,-31.5,-29.5,book
670,3.875,-29.875,-33.75,-27.375,wolf
671,-9.125,-31.25,-22.125,-25.625,plate
672,-11.5,-29.75,-18.25,-26.75,dress
674,-9.375,-36.0,-26.625,-25.75,bird
675,-8.5,-39.0,-30.5,-32.25,wire
676,9.5,-25.25,-34.75,-28.625,stone
677,10.5,-21.75,-32.25,-32.0,plate
679,-6.75,-31.375,-24.625,-22.375,window
680,-3.625,-25.125,-21.5,-34.0,wolf
681,-3.0,-26.625,-23.625,-27.125,lamp
682,-4.5,-26.5,-22.0,-23.375,floor
683,5.75,-31.25,-37.0,-27.5,metal
685,5.375,-22.25,-27.625,-23.125,floor
686,-0.25,-30.5,-30.25,-29.25,shirt
687,0.25,-27.25,-27.5,-24.625,bed
688,7.375,-28.625,-36.0,-24.875,sun
689,-2.375,-24.25,-21.875,-24.125,door
690,-0.5,-26.0,-25.5,-21.875,bird
