id,distractor_type,distractor_length,logp,forbidden_concept,logp_smoothed
48,syntactic,0,-12.875,leaf,-11.49815203208261
49,syntactic,0,-9.0,bolt,-11.49815203208261
50,syntactic,0,-12.4375,knife,-11.49815203208261
51,syntactic,0,-12.4375,snow,-11.49815203208261
52,syntactic,0,-13.375,chair,-11.49815203208261
53,syntactic,0,-8.5,sun,-11.49815203208261
54,syntactic,0,-9.8125,house,-11.49815203208261
55,syntactic,0,-12.125,rock,-11.49815203208261
56,syntactic,0,-10.8125,fish,-11.49815203208261
57,syntactic,0,-10.5625,bird,-11.49815203208261
58,syntactic,0,-8.5,cup,-11.49815203208261
59,syntactic,0,-9.75,coin,-11.49815203208261
60,syntactic,0,-14.25,wind,-11.49815203208261
61,syntactic,0,-11.375,house,-11.49815203208261
62,syntactic,0,-12.3125,ant,-11.49815203208261
63,syntactic,0,-8.375,cat,-11.49815203208261
64,syntactic,0,-9.0625,ant,-11.49815203208261
65,syntactic,0,-6.0625,fork,-11.49815203208261
66,syntactic,0,-13.125,roof,-11.49815203208261
67,syntactic,0,-7.8125,bird,-11.49815203208261
68,syntactic,0,-12.25,glass,-11.49815203208261
69,syntactic,0,-13.5625,dress,-11.49815203208261
70,syntactic,0,-11.625,star,-11.49815203208261
71,syntactic,0,-8.6875,box,-11.49815203208261
72,syntactic,0,-14.9375,ink,-11.49815203208261
73,syntactic,0,-7.25,star,-11.49815203208261
74,syntactic,0,-12.8125,spoon,-11.49815203208261
75,syntactic,0,-5.625,wolf,-11.49815203208261
76,syntactic,0,-12.25,sand,-11.49815203208261
77,syntactic,0,-13.0,roof,-11.49815203208261
78,syntactic,0,-11.0625,food,-11.49815203208261
79,syntactic,0,-13.125,fire,-11.49815203208261
80,syntactic,0,-8.8125,moon,-11.49815203208261
81,syntactic,0,-13.8125,dress,-11.49815203208261
82,syntactic,0,-10.0,bird,-11.49815203208261
83,syntactic,0,-9.125,fish,-11.49815203208261
84,syntactic,0,-11.6875,coat,-11.49815203208261
85,syntactic,0,-12.125,floor,-11.49815203208261
86,syntactic,0,-9.4375,leaf,-11.49815203208261
87,syntactic,0,-9.0625,bird,-11.49815203208261
88,syntactic,0,-10.1875,plate,-11.49815203208261
89,syntactic,0,-11.9375,stone,-11.49815203208261
90,syntactic,0,-9.3125,bird,-11.49815203208261
91,syntactic,0,-8.1875,lion,-11.49815203208261
92,syntactic,0,-12.1875,chair,-11.49815203208261
93,syntactic,0,-13.0,table,-11.49815203208261
94,syntactic,0,-9.25,sun,-11.49815203208261
95,syntactic,0,-7.09375,window,-11.49815203208261
96,syntactic,0,-15.25,chair,-11.49815203208261
97,syntactic,0,-10.9375,rock,-11.49815203208261
98,syntactic,0,-11.25,paper,-11.49815203208261
99,syntactic,0,-10.0,dog,-11.49815203208261
100,syntactic,0,-13.75,food,-11.49815203208261
101,syntactic,0,-12.875,cloth,-11.49815203208261
102,syntactic,0,-12.6875,bowl,-11.49815203208261
103,syntactic,0,-13.9375,hat,-11.49815203208261
104,syntactic,0,-10.875,coin,-11.49815203208261
105,syntactic,0,-8.3125,nail,-11.49815203208261
106,syntactic,0,-15.25,rain,-11.49815203208261
107,syntactic,0,-12.3125,snow,-11.49815203208261
108,syntactic,0,-13.0625,wall,-11.49815203208261
109,syntactic,0,-12.4375,spoon,-11.49815203208261
110,syntactic,0,-12.3125,cloth,-11.49815203208261
111,syntactic,0,-11.8125,fire,-11.49815203208261
112,syntactic,0,-12.875,roof,-11.49815203208261
113,syntactic,0,-7.125,fork,-11.49815203208261
114,syntactic,0,-13.6875,flower,-11.49815203208261
115,syntactic,0,-9.25,watch,-11.49815203208261
116,syntactic,0,-11.375,snow,-11.49815203208261
117,syntactic,0,-11.375,bolt,-11.49815203208261
118,syntactic,0,-14.75,grass,-11.49815203208261
119,syntactic,0,-12.125,water,-11.49815203208261
120,syntactic,0,-14.25,water,-11.49815203208261
121,syntactic,0,-9.625,table,-11.49815203208261
122,syntactic,0,-9.0,box,-11.49815203208261
123,syntactic,0,-11.8125,leaf,-11.49815203208261
124,syntactic,0,-12.5625,bear,-11.49815203208261
125,syntactic,0,-13.1875,bear,-11.49815203208261
126,syntactic,0,-14.1875,dress,-11.49815203208261
127,syntactic,0,-8.8125,wall,-11.49815203208261
128,syntactic,0,-7.3125,shoe,-11.49815203208261
129,syntactic,0,-7.75,bee,-11.49815203208261
130,syntactic,0,-14.3125,bowl,-11.49815203208261
131,syntactic,0,-8.5625,bee,-11.49815203208261
132,syntactic,0,-13.0,pants,-11.49815203208261
133,syntactic,0,-14.25,house,-11.49815203208261
134,syntactic,0,-11.8125,rope,-11.49815203208261
135,syntactic,0,-11.375,car,-11.49815203208261
136,syntactic,0,-10.625,bear,-11.49815203208261
137,syntactic,0,-9.875,book,-11.49815203208261
138,syntactic,0,-14.0625,bowl,-11.49815203208261
139,syntactic,0,-10.0,key,-11.49815203208261
140,syntactic,0,-12.4375,coat,-11.49815203208261
141,syntactic,0,-10.25,door,-11.49815203208261
142,syntactic,0,-8.75,cat,-11.49815203208261
143,syntactic,0,-10.625,bag,-11.49815203208261
144,syntactic,0,-12.0,fork,-11.49815203208261
145,syntactic,0,-13.375,wind,-11.49815203208261
146,syntactic,0,-12.3125,cloth,-11.49815203208261
147,syntactic,0,-10.625,knife,-11.49815203208261
148,syntactic,0,-10.75,rock,-11.49815203208261
149,syntactic,0,-10.0,shoe,-11.49815203208261
150,syntactic,0,-7.1875,lamp,-11.49815203208261
151,syntactic,0,-10.75,lamp,-11.49815203208261
152,syntactic,0,-12.625,key,-11.49815203208261
153,syntactic,0,-12.4375,ink,-11.49815203208261
154,syntactic,0,-7.96875,bird,-11.49815203208261
155,syntactic,0,-10.5,fish,-11.49815203208261
156,syntactic,0,-12.3125,floor,-11.49815203208261
157,syntactic,0,-10.375,moon,-11.49815203208261
158,syntactic,0,-8.125,bee,-11.49815203208261
159,syntactic,0,-7.90625,car,-11.49815203208261
160,syntactic,0,-11.5,glass,-11.49815203208261
161,syntactic,0,-12.0,paper,-11.49815203208261
162,syntactic,0,-9.875,coat,-11.49815203208261
163,syntactic,0,-11.625,table,-11.49815203208261
164,syntactic,0,-15.125,rain,-11.49815203208261
165,syntactic,0,-14.5625,bear,-11.49815203208261
166,syntactic,0,-13.1875,fire,-11.49815203208261
167,syntactic,0,-12.0,wind,-11.49815203208261
168,syntactic,0,-13.8125,ink,-11.49815203208261
169,syntactic,0,-9.625,coin,-11.49815203208261
170,syntactic,0,-11.375,pen,-11.49815203208261
171,syntactic,0,-11.4375,pen,-11.49815203208261
172,syntactic,0,-13.3125,roof,-11.49815203208261
173,syntactic,0,-14.3125,chair,-11.49815203208261
174,syntactic,0,-17.0,food,-11.49815203208261
175,syntactic,0,-15.125,chair,-11.49815203208261
176,syntactic,0,-14.8125,plate,-11.49815203208261
177,syntactic,0,-11.0625,sand,-11.49815203208261
178,syntactic,0,-14.1875,coat,-11.49815203208261
179,syntactic,0,-9.6875,bird,-11.49815203208261
180,syntactic,0,-12.5625,dress,-11.49815203208261
181,syntactic,0,-9.5625,ring,-11.49815203208261
182,syntactic,0,-9.6875,ring,-11.49815203208261
183,syntactic,0,-8.375,shoe,-11.49815203208261
184,syntactic,0,-11.6875,box,-11.49815203208261
185,syntactic,0,-12.8125,ring,-11.49815203208261
186,syntactic,0,-12.9375,metal,-11.49815203208261
187,syntactic,0,-6.3125,key,-11.49815203208261
188,syntactic,0,-11.8125,coat,-11.49815203208261
189,syntactic,0,-9.875,fish,-11.49815203208261
190,syntactic,0,-8.6875,screw,-11.49815203208261
191,syntactic,0,-10.125,car,-11.49815203208261
192,syntactic,0,-10.8125,sand,-11.49815203208261
193,syntactic,0,-13.3125,fire,-11.49815203208261
194,syntactic,0,-12.5625,knife,-11.49815203208261
195,syntactic,0,-11.625,knife,-11.49815203208261
196,syntactic,0,-12.8125,roof,-11.49815203208261
197,syntactic,0,-12.9375,sun,-11.49815203208261
198,syntactic,0,-9.875,bolt,-11.49815203208261
199,syntactic,0,-10.8125,bee,-11.49815203208261
200,syntactic,0,-12.375,water,-11.49815203208261
201,syntactic,0,-11.6875,deer,-11.49815203208261
202,syntactic,0,-13.9375,chair,-11.49815203208261
203,syntactic,0,-11.0,snow,-11.49815203208261
204,syntactic,0,-15.0625,ink,-11.49815203208261
205,syntactic,0,-11.6875,hat,-11.49815203208261
206,syntactic,0,-12.6875,flower,-11.49815203208261
207,syntactic,0,-11.5625,car,-11.49815203208261
208,syntactic,0,-18.125,shirt,-11.49815203208261
209,syntactic,0,-13.625,food,-11.49815203208261
210,syntactic,0,-17.625,rain,-11.49815203208261
211,syntactic,0,-11.8125,wind,-11.49815203208261
212,syntactic,0,-11.75,bowl,-11.49815203208261
213,syntactic,0,-11.8125,hat,-11.49815203208261
214,syntactic,0,-10.0625,dog,-11.49815203208261
215,syntactic,0,-17.125,rain,-11.49815203208261
216,syntactic,0,-12.9375,paper,-11.49815203208261
217,syntactic,0,-6.90625,key,-11.49815203208261
218,syntactic,0,-8.0625,screw,-11.49815203208261
219,syntactic,0,-11.8125,key,-11.49815203208261
220,syntactic,0,-11.625,knife,-11.49815203208261
221,syntactic,0,-12.5625,roof,-11.49815203208261
222,syntactic,0,-13.6875,ink,-11.49815203208261
223,syntactic,0,-11.3125,spoon,-11.49815203208261
224,syntactic,0,-12.625,knife,-11.49815203208261
225,syntactic,0,-10.3125,bird,-11.49815203208261
226,syntactic,0,-13.8125,spoon,-11.49815203208261
227,syntactic,0,-11.4375,dog,-11.49815203208261
228,syntactic,0,-11.75,sun,-11.49815203208261
229,syntactic,0,-15.8125,metal,-11.49815203208261
230,syntactic,0,-11.875,glass,-11.49815203208261
231,syntactic,0,-11.125,pen,-11.49815203208261
232,syntactic,0,-16.125,bed,-11.49815203208261
233,syntactic,0,-14.1875,table,-11.49815203208261
234,syntactic,0,-15.625,glass,-11.49815203208261
235,syntactic,0,-9.75,watch,-11.49815203208261
236,syntactic,0,-11.5625,box,-11.49815203208261
237,syntactic,0,-12.5625,wall,-11.49815203208261
238,syntactic,0,-11.25,ant,-11.49815203208261
239,syntactic,0,-11.5,plate,-11.49815203208261
240,syntactic,0,-6.1875,wolf,-11.49815203208261
241,syntactic,0,-13.5,roof,-11.49815203208261
242,syntactic,0,-9.1875,star,-11.49815203208261
243,syntactic,0,-12.375,ant,-11.49815203208261
244,syntactic,0,-8.6875,lamp,-11.49815203208261
245,syntactic,0,-12.125,roof,-11.49815203208261
246,syntactic,0,-17.5,bed,-11.49815203208261
247,syntactic,0,-12.9375,metal,-11.49815203208261
248,syntactic,0,-10.6875,floor,-11.49815203208261
249,syntactic,0,-7.3125,coin,-11.49815203208261
250,syntactic,0,-13.1875,fire,-11.49815203208261
251,syntactic,0,-10.3125,snow,-11.49815203208261
252,syntactic,0,-13.0,metal,-11.49815203208261
253,syntactic,0,-9.375,leaf,-11.49815203208261
254,syntactic,0,-8.9375,sun,-11.49815203208261
255,syntactic,0,-12.3125,ring,-11.49815203208261
256,syntactic,0,-9.3125,wire,-11.49815203208261
257,syntactic,0,-10.25,coin,-11.49815203208261
258,syntactic,0,-12.6875,cup,-11.49815203208261
259,syntactic,0,-9.5625,star,-11.49815203208261
260,syntactic,0,-8.4375,window,-11.49815203208261
261,syntactic,0,-10.5625,flower,-11.49815203208261
262,syntactic,0,-13.875,food,-11.49815203208261
263,syntactic,0,-12.8125,dress,-11.49815203208261
264,syntactic,0,-10.8125,bed,-11.49815203208261
265,syntactic,0,-17.75,floor,-11.49815203208261
266,syntactic,0,-12.25,paper,-11.49815203208261
267,syntactic,0,-8.4375,window,-11.49815203208261
268,syntactic,0,-11.3125,watch,-11.49815203208261
269,syntactic,0,-10.3125,leaf,-11.49815203208261
270,syntactic,0,-14.625,food,-11.49815203208261
271,syntactic,0,-14.125,cup,-11.49815203208261
272,syntactic,0,-9.0625,coin,-11.49815203208261
273,syntactic,0,-12.0,lamp,-11.49815203208261
274,syntactic,0,-11.0,wall,-11.49815203208261
275,syntactic,0,-7.40625,coin,-11.49815203208261
276,syntactic,0,-13.4375,key,-11.49815203208261
277,syntactic,0,-11.1875,door,-11.49815203208261
278,syntactic,0,-10.1875,ant,-11.49815203208261
279,syntactic,0,-12.625,wall,-11.49815203208261
280,syntactic,0,-11.0625,bear,-11.49815203208261
281,syntactic,0,-10.5,roof,-11.49815203208261
282,syntactic,0,-12.375,metal,-11.49815203208261
283,syntactic,0,-11.25,bowl,-11.49815203208261
284,syntactic,0,-12.0,knife,-11.49815203208261
285,syntactic,0,-10.875,flower,-11.49815203208261
286,syntactic,0,-10.8125,wood,-11.49815203208261
287,syntactic,0,-9.6875,book,-11.49815203208261
288,syntactic,0,-11.3125,plate,-11.49815203208261
289,syntactic,0,-10.1875,snow,-11.49815203208261
290,syntactic,0,-12.5,bolt,-11.49815203208261
291,syntactic,0,-11.375,fire,-11.49815203208261
292,syntactic,0,-13.4375,wood,-11.49815203208261
293,syntactic,0,-10.375,fire,-11.49815203208261
294,syntactic,0,-11.5,rock,-11.49815203208261
295,syntactic,0,-13.125,metal,-11.49815203208261
296,syntactic,0,-16.875,chair,-11.49815203208261
297,syntactic,0,-10.4375,cup,-11.49815203208261
298,syntactic,0,-14.6875,dress,-11.49815203208261
299,syntactic,0,-11.0,snow,-11.49815203208261
300,syntactic,0,-9.9375,leaf,-11.49815203208261
301,syntactic,0,-16.25,rope,-11.49815203208261
302,syntactic,0,-9.125,ring,-11.49815203208261
303,syntactic,0,-9.875,table,-11.49815203208261
304,syntactic,0,-10.8125,coat,-11.49815203208261
305,syntactic,0,-14.125,house,-11.49815203208261
306,syntactic,0,-9.0,spoon,-11.49815203208261
307,syntactic,0,-9.6875,cat,-11.49815203208261
308,syntactic,0,-11.0,metal,-11.49815203208261
309,syntactic,0,-9.375,screw,-11.49815203208261
310,syntactic,0,-8.75,fork,-11.49815203208261
311,syntactic,0,-13.4375,paper,-11.49815203208261
312,syntactic,0,-13.375,chair,-11.49815203208261
313,syntactic,0,-9.5625,ant,-11.49815203208261
314,syntactic,0,-13.0,plate,-11.49815203208261
315,syntactic,0,-7.28125,shoe,-11.49815203208261
316,syntactic,0,-12.125,wood,-11.49815203208261
317,syntactic,0,-11.375,cloth,-11.49815203208261
318,syntactic,0,-9.125,star,-11.49815203208261
319,syntactic,0,-9.6875,nail,-11.49815203208261
320,syntactic,0,-12.25,grass,-11.49815203208261
321,syntactic,0,-13.75,food,-11.49815203208261
322,syntactic,0,-13.75,spoon,-11.49815203208261
323,syntactic,0,-10.125,sun,-11.49815203208261
324,syntactic,0,-12.375,plate,-11.49815203208261
325,syntactic,0,-9.1875,bolt,-11.49815203208261
326,syntactic,0,-13.75,chair,-11.49815203208261
327,syntactic,0,-11.9375,ant,-11.49815203208261
328,syntactic,0,-12.125,key,-11.49815203208261
329,syntactic,0,-9.0,coin,-11.49815203208261
330,syntactic,0,-9.3125,car,-11.49815203208261
331,syntactic,0,-11.4375,bird,-11.49815203208261
332,syntactic,0,-14.0,hat,-11.49815203208261
333,syntactic,0,-10.125,table,-11.49815203208261
334,syntactic,0,-9.1875,lion,-11.49815203208261
335,syntactic,0,-12.6875,sun,-11.49815203208261
336,syntactic,0,-12.6875,chair,-11.49815203208261
337,syntactic,0,-9.75,ant,-11.49815203208261
338,syntactic,0,-13.5625,paper,-11.49815203208261
339,syntactic,0,-13.625,ink,-11.49815203208261
340,syntactic,0,-10.5625,food,-11.49815203208261
341,syntactic,0,-10.375,lamp,-11.49815203208261
342,syntactic,0,-13.1875,door,-11.49815203208261
343,syntactic,0,-9.3125,deer,-11.49815203208261
344,syntactic,0,-16.625,rain,-11.49815203208261
345,syntactic,0,-8.4375,box,-11.49815203208261
346,syntactic,0,-12.9375,bed,-11.49815203208261
347,syntactic,0,-13.25,roof,-11.49815203208261
348,syntactic,0,-10.6875,wood,-11.49815203208261
349,syntactic,0,-7.625,box,-11.49815203208261
350,syntactic,0,-12.1875,door,-11.49815203208261
351,syntactic,0,-9.5625,star,-11.49815203208261
352,syntactic,0,-9.0625,cup,-11.49815203208261
353,syntactic,0,-11.6875,bag,-11.49815203208261
354,syntactic,0,-10.625,moon,-11.49815203208261
355,syntactic,0,-12.1875,ring,-11.49815203208261
356,syntactic,0,-14.125,rock,-11.49815203208261
357,syntactic,0,-10.25,nail,-11.49815203208261
358,syntactic,0,-10.5625,fish,-11.49815203208261
359,syntactic,0,-16.375,bed,-11.49815203208261
360,syntactic,0,-10.6875,snow,-11.49815203208261
361,syntactic,0,-13.3125,grass,-11.49815203208261
362,syntactic,0,-9.125,bag,-11.49815203208261
363,syntactic,0,-11.6875,dog,-11.49815203208261
364,syntactic,0,-12.9375,paper,-11.49815203208261
365,syntactic,0,-9.125,shoe,-11.49815203208261
366,syntactic,0,-15.0625,rain,-11.49815203208261
367,syntactic,0,-11.625,glass,-11.49815203208261
368,syntactic,0,-12.875,bee,-11.49815203208261
369,syntactic,0,-15.5625,ink,-11.49815203208261
370,syntactic,0,-14.875,dress,-11.49815203208261
371,syntactic,0,-12.5,water,-11.49815203208261
372,syntactic,0,-10.75,wood,-11.49815203208261
373,syntactic,0,-13.625,chair,-11.49815203208261
374,syntactic,0,-10.1875,coat,-11.49815203208261
375,syntactic,0,-12.9375,bolt,-11.49815203208261
376,syntactic,0,-11.9375,ring,-11.49815203208261
377,syntactic,0,-13.8125,metal,-11.49815203208261
378,syntactic,0,-12.125,roof,-11.49815203208261
379,syntactic,0,-9.625,bird,-11.49815203208261
380,syntactic,0,-12.75,chair,-11.49815203208261
381,syntactic,0,-12.6875,hat,-11.49815203208261
382,syntactic,0,-8.6875,bird,-11.49815203208261
383,syntactic,0,-10.9375,wolf,-11.49815203208261
384,syntactic,0,-11.25,moon,-11.49815203208261
385,syntactic,0,-7.84375,tree,-11.49815203208261
386,syntactic,0,-9.5625,table,-11.49815203208261
387,syntactic,0,-10.375,house,-11.49815203208261
388,syntactic,0,-7.84375,bird,-11.49815203208261
389,syntactic,0,-12.625,grass,-11.49815203208261
390,syntactic,0,-12.625,roof,-11.49815203208261
391,syntactic,0,-11.875,bolt,-11.49815203208261
392,syntactic,0,-11.6875,snow,-11.49815203208261
393,syntactic,0,-11.75,rock,-11.49815203208261
394,syntactic,0,-13.5,chair,-11.49815203208261
395,syntactic,0,-6.46875,tree,-11.49815203208261
396,syntactic,0,-12.25,fire,-11.49815203208261
397,syntactic,0,-10.75,nail,-11.49815203208261
398,syntactic,0,-11.9375,glass,-11.49815203208261
399,syntactic,0,-15.0,rope,-11.49815203208261
400,syntactic,0,-10.0625,pen,-11.49815203208261
401,syntactic,0,-13.9375,water,-11.49815203208261
402,syntactic,0,-11.0,paper,-11.49815203208261
403,syntactic,0,-9.5625,bird,-11.49815203208261
404,syntactic,0,-12.375,watch,-11.49815203208261
405,syntactic,0,-15.0,metal,-11.49815203208261
406,syntactic,0,-14.375,food,-11.49815203208261
407,syntactic,0,-11.8125,grass,-11.49815203208261
408,syntactic,0,-14.5,roof,-11.49815203208261
409,syntactic,0,-11.125,shoe,-11.49815203208261
410,syntactic,0,-10.4375,paper,-11.49815203208261
411,syntactic,0,-14.3125,star,-11.49815203208261
412,syntactic,0,-10.75,bird,-11.49815203208261
413,syntactic,0,-11.1875,ant,-11.49815203208261
414,syntactic,0,-11.8125,paper,-11.49815203208261
415,syntactic,0,-9.0,star,-11.49815203208261
416,syntactic,0,-12.375,plate,-11.49815203208261
417,syntactic,0,-10.9375,hat,-11.49815203208261
418,syntactic,0,-11.75,house,-11.49815203208261
419,syntactic,0,-9.1875,moon,-11.49815203208261
420,syntactic,0,-11.875,hat,-11.49815203208261
421,syntactic,0,-10.0,fork,-11.49815203208261
422,syntactic,0,-14.25,dress,-11.49815203208261
423,syntactic,0,-11.75,fire,-11.49815203208261
424,syntactic,0,-7.0,box,-11.49815203208261
425,syntactic,0,-10.4375,leaf,-11.49815203208261
426,syntactic,0,-11.5625,bee,-11.49815203208261
427,syntactic,0,-13.0625,hat,-11.49815203208261
428,syntactic,0,-10.3125,bee,-11.49815203208261
429,syntactic,0,-11.5625,wall,-11.49815203208261
430,syntactic,0,-14.0,wall,-11.49815203208261
431,syntactic,0,-12.6875,spoon,-11.49815203208261
432,syntactic,0,-9.5625,lion,-11.49815203208261
433,syntactic,0,-12.0625,house,-11.49815203208261
434,syntactic,0,-11.375,moon,-11.49815203208261
435,syntactic,0,-10.0,shoe,-11.49815203208261
436,syntactic,0,-11.1875,spoon,-11.49815203208261
437,syntactic,0,-13.5625,cup,-11.49815203208261
438,syntactic,0,-10.75,sun,-11.49815203208261
439,syntactic,0,-12.125,flower,-11.49815203208261
440,syntactic,0,-13.375,sun,-11.49815203208261
441,syntactic,0,-7.71875,watch,-11.49815203208261
442,syntactic,0,-10.125,ring,-11.49815203208261
443,syntactic,0,-16.25,rope,-11.49815203208261
444,syntactic,0,-14.0,key,-11.49815203208261
445,syntactic,0,-11.9375,metal,-11.49815203208261
446,syntactic,0,-12.375,water,-11.49815203208261
447,syntactic,0,-9.0,bird,-11.49815203208261
448,syntactic,0,-10.9375,lamp,-11.49815203208261
449,syntactic,0,-14.75,door,-11.49815203208261
450,syntactic,0,-12.0,wind,-11.49815203208261
451,syntactic,0,-8.375,key,-11.49815203208261
452,syntactic,0,-10.3125,shoe,-11.49815203208261
453,syntactic,0,-12.9375,cloth,-11.49815203208261
454,syntactic,0,-12.75,food,-11.49815203208261
455,syntactic,0,-11.4375,key,-11.49815203208261
456,syntactic,0,-13.5625,food,-11.49815203208261
457,syntactic,0,-15.4375,pants,-11.49815203208261
458,syntactic,0,-13.0,bed,-11.49815203208261
459,syntactic,0,-9.0625,tree,-11.49815203208261
460,syntactic,0,-13.0,paper,-11.49815203208261
461,syntactic,0,-8.9375,moon,-11.49815203208261
462,syntactic,0,-9.6875,table,-11.49815203208261
463,syntactic,0,-9.0,nail,-11.49815203208261
464,syntactic,0,-11.6875,cup,-11.49815203208261
465,syntactic,0,-8.625,bee,-11.49815203208261
466,syntactic,0,-14.0,food,-11.49815203208261
467,syntactic,0,-9.8125,nail,-11.49815203208261
468,syntactic,0,-13.4375,bowl,-11.49815203208261
469,syntactic,0,-14.3125,chair,-11.49815203208261
470,syntactic,0,-11.8125,door,-11.49815203208261
471,syntactic,0,-14.5625,leaf,-11.49815203208261
472,syntactic,0,-12.375,bear,-11.49815203208261
473,syntactic,0,-13.5,ink,-11.49815203208261
474,syntactic,0,-13.875,knife,-11.49815203208261
475,syntactic,0,-8.125,leaf,-11.49815203208261
476,syntactic,0,-10.5,glass,-11.49815203208261
477,syntactic,0,-13.625,roof,-11.49815203208261
478,syntactic,0,-8.625,box,-11.49815203208261
479,syntactic,0,-9.0625,cup,-11.49815203208261
480,syntactic,0,-10.125,book,-11.49815203208261
481,syntactic,0,-14.125,floor,-11.49815203208261
482,syntactic,0,-10.4375,cloth,-11.49815203208261
483,syntactic,0,-10.5625,water,-11.49815203208261
484,syntactic,0,-14.375,knife,-11.49815203208261
485,syntactic,0,-12.5,cloth,-11.49815203208261
486,syntactic,0,-12.1875,pen,-11.49815203208261
487,syntactic,0,-8.125,sun,-11.49815203208261
488,syntactic,0,-11.1875,water,-11.49815203208261
489,syntactic,0,-9.4375,coin,-11.49815203208261
490,syntactic,0,-10.8125,bag,-11.49815203208261
491,syntactic,0,-12.875,coat,-11.49815203208261
492,syntactic,0,-13.4375,fire,-11.49815203208261
493,syntactic,0,-12.625,house,-11.49815203208261
494,syntactic,0,-13.9375,coat,-11.49815203208261
495,syntactic,0,-10.4375,leaf,-11.49815203208261
496,syntactic,0,-14.875,grass,-11.49815203208261
497,syntactic,0,-11.5,shirt,-11.49815203208261
498,syntactic,0,-11.5,cup,-11.49815203208261
499,syntactic,0,-9.375,fork,-11.49815203208261
500,syntactic,0,-9.25,watch,-11.49815203208261
501,syntactic,0,-11.1875,tree,-11.49815203208261
502,syntactic,0,-8.4375,lion,-11.49815203208261
503,syntactic,0,-10.8125,metal,-11.49815203208261
504,syntactic,0,-12.5,sand,-11.49815203208261
505,syntactic,0,-13.9375,bed,-11.49815203208261
506,syntactic,0,-13.8125,spoon,-11.49815203208261
507,syntactic,0,-9.0625,shoe,-11.49815203208261
508,syntactic,0,-12.0,lion,-11.49815203208261
509,syntactic,0,-6.3125,coin,-11.49815203208261
510,syntactic,0,-12.3125,bag,-11.49815203208261
511,syntactic,0,-9.6875,coin,-11.49815203208261
512,syntactic,0,-11.8125,pen,-11.49815203208261
513,syntactic,0,-8.5625,cup,-11.49815203208261
514,syntactic,0,-13.3125,hat,-11.49815203208261
515,syntactic,0,-14.9375,ink,-11.49815203208261
516,syntactic,0,-9.875,cloth,-11.49815203208261
517,syntactic,0,-10.625,flower,-11.49815203208261
518,syntactic,0,-12.1875,door,-11.49815203208261
519,syntactic,0,-13.6875,hat,-11.49815203208261
520,syntactic,0,-11.3125,wire,-11.49815203208261
521,syntactic,0,-12.625,sun,-11.49815203208261
522,syntactic,0,-10.5625,pen,-11.49815203208261
523,syntactic,0,-7.28125,key,-11.49815203208261
524,syntactic,0,-12.125,pen,-11.49815203208261
525,syntactic,0,-10.1875,ring,-11.49815203208261
